GST_ID_NO,Weight,GST_Cereal,GST_Other,GST_Total
719312301,816,61,7710,7771
719321101,71,81,7017,7098
719321201,142,108,5082,5190
719321202,142,74,5189,5263
719321301,382,102,3932,4034
719322101,142,102,8054,8156
719322201,283,84,6844,6928
719322202,283,90,5863,5953
719322301,637,102,5400,5502
719331101,57,75,8870,8945
719331102,57,60,8521,8581
719331201,116,75,6198,6273
719331202,116,90,5967,6057
719331203,116,90,6511,6601
719331204,116,75,6905,6980
719331301,330,100,5309,5409
719331302,330,90,5321,5411
719341101,37,62,8839,8900
719341201,72,78,9043,9121
719341202,72,85,10630,10715
719341301,207,97,6564,6661
719342101,148,104,13710,13813
719342201,236,44,5889,5933
719342202,236,77,9351,9428
719342301,901,109,7699,7808
719351101,14,86,7957,8043
719351201,30,90,6817,6907
719351202,30,102,8612,8714
719351301,86,108,4004,4112
719352101,191,66,7743,7809
719352201,344,72,7053,7125
719352202,344,90,8061,8151
719352301,1110,84,2713,2798
719361101,10,98,7524,7621
719361201,20,106,6411,6517
719361202,20,94,5286,5380
719361301,66,84,4576,4660
719362101,188,85,6596,6681
719362201,292,65,4812,4877
719362202,292,70,3336,3406
719362301,1185,102,6898,7000
719371101,13,74,8053,8128
719371201,13,85,8514,8599
719371202,13,75,7618,7694
719371301,152,95,5558,5653
719372101,134,80,9514,9594
719372201,67,75,7673,7748
719372202,67,80,8806,8886
719372301,751,90,5224,5314
719381101,41,104,6124,6228
719381201,43,70,8787,8857
719381202,43,77,9374,9451
719381301,337,85,4939,5024
719382101,164,128,4172,4300
719382201,164,70,9498,9568
719382202,164,97,9382,9479
719382301,1479,72,6474,6546
719391101,37,75,7754,7828
719391102,37,60,6880,6940
719391201,33,70,7743,7813
719391202,33,70,7473,7543
719391203,33,60,6746,6806
719391204,33,70,5149,5219
719391301,522,85,5232,5317
719391302,522,65,5467,5532
719501101,18,95,5352,5447
719501201,24,60,4648,4708
719501202,24,79,4409,4488
719501301,78,84,3879,3963
719502101,111,91,12231,12322
719502201,116,90,6854,6944
719502202,116,110,3779,3888
719502301,365,124,3644,3767
719511101,8,74,10428,10501
719511201,5,58,5788,5846
719511202,5,48,5028,5075
719511301,75,68,6278,6346
719512101,167,86,11114,11200
719512201,126,48,5331,5380
719512202,126,78,10110,10188
719512301,904,45,3495,3540
719521101,62,131,10996,11127
719521201,87,80,6315,6395
719521202,87,100,5384,5485
719521301,211,81,3036,3118
719522101,124,88,9872,9960
719522201,124,94,4989,5083
719522202,124,94,10276,10370
719522301,347,99,3160,3259
719531101,8,80,10693,10773
719531201,12,86,7152,7238
719531202,12,98,7740,7838
719531301,30,96,4641,4737
719532101,107,58,5670,5728
719532201,118,63,2557,2620
719532202,118,91,4366,4457
719532301,354,98,3092,3189
719541101,8,86,11751,11837
719541201,5,36,2571,2607
719541202,5,68,7054,7122
719541301,75,72,7896,7968
719542101,167,74,10430,10503
719542201,126,58,5788,5846
719542202,126,54,8015,8068
719542301,904,68,6585,6653
719551101,24,94,12020,12114
719551201,38,95,9075,9170
719551202,38,90,7545,7635
719551301,147,92,6318,6410
719552101,71,62,11595,11657
719552201,107,90,8560,8650
719552202,107,60,5903,5963
719552301,406,94,4637,4730
719561101,30,80,8670,8750
719561201,43,82,3956,4038
719561202,43,86,4409,4495
719561301,221,75,3714,3789
719562101,149,72,7216,7288
719562201,194,85,5686,5771
719562202,194,65,4135,4200
719562301,894,90,3447,3537
719571101,74,70,5799,5869
719571102,74,70,3281,3351
719571201,82,72,6389,6461
719571202,82,54,3761,3815
719571203,82,50,4619,4669
719571204,82,70,3221,3291
719571301,631,70,2837,2907
719571302,631,45,2749,2794
719581101,78,75,7422,7497
719581201,90,80,6578,6658
719581202,90,50,4838,4888
719581301,329,80,3316,3396
719582101,157,75,11627,11702
719582201,157,40,3445,3485
719582202,157,80,6956,7036
719582301,580,90,4491,4581
719591101,17,100,10452,10552
719591201,73,110,6268,6378
719591202,73,80,7514,7594
719591301,26,80,2940,3020
719592101,222,100,8594,8694
719592201,821,80,6424,6504
719592202,821,95,6777,6872
719592301,288,100,3833,3933
719601101,59,91,4589,4681
719601201,59,101,3286,3387
719601202,59,79,2728,2807
719601301,494,97,2160,2257
719602101,176,97,3811,3908
719602201,185,120,2972,3092
719602202,185,97,3286,3383
719602301,1288,108,2150,2257
719611101,51,73,5255,5328
719611102,51,105,6895,7000
719611201,205,82,5394,5477
719611202,205,82,5271,5353
719611203,205,82,3906,3988
719611204,205,76,6769,6845
719611301,672,82,3878,3961
719611302,672,94,5744,5838
719621101,18,59,5761,5821
719621201,32,45,3641,3686
719621202,32,65,5583,5648
719621301,162,55,3571,3626
719622101,166,77,5939,6016
719622201,157,60,4400,4460
719622202,157,60,4877,4937
719622301,1110,75,3309,3384
719631101,38,79,11753,11832
719631102,38,85,11215,11300
719631201,68,74,8348,8422
719631202,68,88,5452,5540
719631203,68,80,5751,5830
719631204,68,81,5910,5991
719631301,365,112,2711,2823
719631302,365,54,2162,2216
719641101,37,60,10205,10265
719641201,47,82,10021,10102
719641202,47,51,5460,5511
719641301,264,48,4766,4814
719642101,165,120,12756,12877
719642201,148,42,3336,3378
719642202,148,74,12048,12122
719642301,989,46,2310,2356
719651101,38,93,5343,5436
719651102,38,105,4451,4556
719651201,55,92,4282,4375
719651202,55,82,6874,6957
719651203,55,55,2460,2514
719651204,55,95,5895,5991
719651301,403,82,3453,3535
719651302,403,66,3154,3220
719661101,18,45,4159,4204
719661201,32,70,4061,4131
719661202,32,75,4610,4685
719661301,162,88,4312,4399
719662101,166,54,4352,4406
719662201,174,70,5876,5946
719662202,174,70,4204,4274
719662301,928,75,3879,3954
719671101,44,91,4571,4663
719671102,44,97,3811,3908
719671201,86,101,3286,3387
719671202,86,79,2728,2807
719671203,86,120,2972,3092
719671204,86,110,7956,8066
719671301,624,97,2160,2257
719671302,624,60,4187,4247
719681101,59,144,14825,14969
719681201,166,54,5070,5124
719681202,166,97,16185,16282
719681301,124,58,1641,1698
719682101,237,87,13824,13910
719682201,592,46,6579,6626
719682202,592,33,4419,4452
719682301,426,52,5977,6029
719691101,15,102,13230,13333
719691201,32,82,10124,10206
719691202,32,102,11026,11128
719691301,124,82,10009,10090
719692101,150,84,12196,12279
719692201,240,85,10524,10609
719692202,240,48,6435,6483
719692301,839,48,4766,4814
719701101,28,100,26278,26378
719701102,28,92,12099,12191
719701201,35,80,2701,2781
719701202,35,70,4600,4670
719701203,35,35,4657,4692
719701204,35,70,5655,5725
719701301,514,50,5026,5076
719701302,514,50,5035,5085
719711101,32,71,2009,2080
719711201,14,62,2514,2577
719711202,14,42,1163,1205
719711301,227,55,2108,2163
719712101,24,50,2467,2517
719712201,36,48,1871,1919
719712202,36,32,1414,1447
719712301,563,25,1366,1391
719731101,39,90,8267,8357
719731102,39,77,4657,4734
719731201,74,44,2051,2096
719731202,74,54,2581,2636
719731203,74,56,2299,2354
719731204,74,51,3625,3676
719731301,447,34,2346,2380
719731302,447,45,1868,1913
719741101,44,187,2774,2961
719741102,44,125,2333,2458
719741201,94,78,1211,1288
719741202,94,167,3005,3171
719741203,94,142,1559,1700
719741204,94,12,1930,1941
719741301,258,77,1616,1692
719741302,258,79,1072,1151
719751101,19,99,6922,7020
719751102,19,68,4103,4171
719751201,29,78,5445,5523
719751202,29,88,5903,5991
719751203,29,102,6433,6535
719751204,29,134,9523,9657
719751301,580,148,10021,10169
719751302,580,68,3880,3948
719761301,152,120,1881,2001
719761302,152,215,4262,4476
719761303,152,34,707,741
719761304,152,108,1686,1793
719761305,152,126,1776,1902
719771101,53,18,1007,1025
719771102,53,55,2707,2762
719771201,62,28,3496,3524
719771202,62,18,1545,1563
719771203,62,16,1349,1365
719771204,62,28,2271,2298
719771301,748,16,1300,1315
719771302,748,55,2626,2681
719791101,22,64,8912,8976
719791201,89,40,4280,4320
719791202,89,52,3471,3522
719791301,18,56,2702,2757
719792101,105,50,9709,9759
719792201,647,44,3241,3284
719792202,647,43,5339,5382
719792301,192,59,4200,4259
719801101,65,91,9783,9874
719801102,65,73,8558,8631
719801201,124,81,7726,7808
719801202,124,56,5453,5509
719801203,124,82,5484,5567
719801204,124,86,7243,7329
719801301,418,94,3360,3454
719801302,418,86,5553,5639
719811101,32,70,8842,8912
719811201,36,72,7903,7976
719811202,36,58,7088,7145
719811301,453,86,6103,6189
719812101,117,72,9944,10017
719812201,78,82,8783,8865
719812202,78,88,9110,9197
719812301,1107,108,6783,6891
719821101,24,94,13196,13290
719821201,96,88,10111,10198
719821202,96,73,9734,9807
719821301,73,120,7321,7441
719822101,220,92,11314,11406
719822201,560,64,7446,7510
719822202,560,103,7176,7278
719822301,395,108,7504,7612
719831101,24,102,8289,8390
719831201,57,125,6905,7030
719831202,57,72,6007,6079
719831301,127,108,4296,4404
719832101,118,124,8527,8651
719832201,242,90,4499,4589
719832202,242,128,5063,5192
719832301,507,105,5062,5167
719841101,17,75,9722,9797
719841201,19,85,8557,8642
719841202,19,50,6041,6091
719841301,173,80,5830,5910
719842101,169,90,10015,10105
719842201,161,50,5707,5757
719842202,161,90,9195,9285
719842301,1116,80,5993,6073
719851101,14,108,8096,8204
719851201,30,90,3450,3540
719851202,30,90,5222,5312
719851301,86,72,2195,2267
719852101,191,99,7265,7364
719852201,363,116,7231,7347
719852202,363,127,5821,5948
719852301,995,108,4581,4689
719861101,66,78,8177,8255
719861102,66,126,8009,8135
719861201,145,108,5577,5685
719861202,145,114,6356,6470
719861203,145,111,8909,9020
719861204,145,152,8636,8787
719861301,470,132,3328,3460
719861302,470,120,5852,5972
719871101,77,60,7068,7128
719871201,84,90,10425,10515
719871202,84,50,5540,5590
719871301,705,80,6608,6688
719872101,123,50,6824,6874
719872201,123,80,8261,8341
719872202,123,80,8175,8255
719872301,904,40,4686,4726
719881101,33,91,9692,9783
719881102,33,73,8229,8302
719881201,123,56,6167,6223
719881202,123,98,7592,7689
719881203,123,71,6140,6211
719881204,123,82,5069,5151
719881301,340,90,2094,2184
719881302,340,94,3005,3099
719891101,42,78,5863,5940
719891201,68,75,3539,3614
719891202,68,64,5468,5532
719891301,386,90,2030,2120
719892101,208,74,4235,4310
719892201,218,74,2176,2251
719892202,218,30,1685,1715
719892301,1287,58,1308,1366
719911101,235,110,18744,18854
719911102,235,61,14066,14127
719911201,118,105,11790,11895
719911202,118,76,13699,13775
719911203,118,108,8826,8934
719911204,118,114,5833,5947
719911301,235,135,7097,7232
719911302,235,90,6802,6892
719931101,28,34,3077,3111
719931201,44,50,3122,3172
719931202,44,40,2441,2481
719931301,196,34,1205,1238
719932101,85,45,5941,5986
719932201,398,26,1937,1963
719932202,398,35,2730,2765
719932301,1594,26,911,937
719941101,37,31,2383,2415
719941201,12,36,2642,2678
719941202,12,112,4892,5005
719941301,261,100,3859,3959
719942101,92,50,3210,3260
719942201,32,75,4295,4370
719942202,32,100,3924,4024
719942301,359,125,3516,3641
719951101,59,48,1300,1348
719951102,59,38,1471,1509
719951201,314,38,613,651
719951202,314,68,1571,1639
719951203,314,32,1250,1282
719951204,314,60,1089,1148
719951301,223,40,1423,1463
719951302,223,30,598,628
719961101,166,14,821,834
719961102,166,18,1027,1045
719961201,515,19,1078,1097
719961202,515,12,840,853
719961203,515,18,1014,1032
719961204,515,18,1061,1079
719961301,1826,12,816,828
719961302,1826,14,833,846
719971101,128,70,15504,15574
719971102,128,66,3584,3650
719971201,43,60,3334,3394
719971202,43,44,10621,10664
719971203,43,60,11699,11759
719971204,43,60,7451,7511
719971301,260,90,3241,3331
719971302,260,60,3388,3448
719981101,82,74,4376,4450
719981102,82,74,4376,4450
719981201,116,11,1331,1342
719981202,116,11,1882,1893
719981203,116,33,1927,1960
719981204,116,37,1451,1488
719981301,271,74,4376,4450
719981302,271,10,379,389
719991101,102,75,3386,3461
719991102,102,100,4000,4100
719991201,38,88,3370,3458
719991202,38,90,3478,3568
719991203,38,88,2967,3055
719991204,38,75,3129,3204
719991301,179,38,987,1024
719991302,179,88,3123,3210
720101101,193,55,15450,15505
720101102,193,68,7227,7295
720101201,2044,23,1804,1827
720101202,2044,30,2508,2538
720102101,964,25,8863,8888
720102102,964,57,13343,13400
720102201,10797,41,13356,13396
720102202,10797,20,3923,3942
720111101,15,49,3636,3685
720111201,18,42,3095,3137
720111202,18,16,1261,1277
720111301,1005,27,1216,1243
720112101,653,33,3187,3220
720112201,1306,41,1547,1588
720112202,1306,39,1958,1997
720112301,16327,40,1289,1329
720121101,293,29,2280,2309
720121102,293,56,1695,1751
720121201,293,29,1540,1569
720121301,3748,56,3583,3639
720121302,3748,22,1996,2017
720121303,3748,40,1965,2005
720121304,3748,54,1527,1581
720121305,3748,28,1324,1353
720131101,558,57,5504,5561
720131102,558,69,4521,4590
720131201,3406,31,1743,1774
720131202,3406,32,2056,2088
720131203,3406,62,2537,2598
720131204,3406,52,1341,1392
720131301,726,49,2357,2406
720131302,726,68,4271,4339
720141201,175,50,1443,1493
720141202,175,58,1151,1209
720141203,175,64,1208,1272
720141204,175,70,1685,1755
720141205,175,38,809,846
720141206,175,58,1867,1925
720141301,9366,26,1831,1857
720141302,9366,52,2025,2077
720151101,214,64,3320,3383
720151102,214,37,1523,1559
720151201,214,7,1351,1358
720151202,214,47,2119,2166
720151203,214,10,1110,1119
720151204,214,37,836,873
720151301,9677,5,381,386
720151302,9677,41,2376,2417
720161101,144,45,4122,4167
720161102,144,87,6825,6912
720161201,2666,42,1145,1186
720161202,2666,1,411,412
720161203,2666,54,2077,2131
720161204,2666,58,2822,2880
720161301,4540,15,733,748
720161302,4540,34,1165,1199
720171101,50,37,1861,1898
720171201,2071,50,1702,1752
720171202,2071,87,3563,3650
720171301,1248,54,1506,1560
720172101,150,42,2253,2295
720172201,150,56,1981,2037
720172202,150,14,414,429
720172301,14372,24,1296,1320
720181101,68,78,6564,6643
720181102,68,28,1751,1779
720181201,626,58,3680,3738
720181202,626,62,2793,2855
720182101,592,71,5662,5733
720182102,592,104,4638,4742
720182201,4991,27,2247,2274
720182202,4991,51,1871,1922
720191101,154,48,2263,2311
720191102,154,58,3500,3558
720191201,154,50,1833,1884
720191202,154,34,1250,1284
720191301,6221,30,1109,1138
720191302,6221,29,1791,1820
720191303,6221,42,1538,1581
720191304,6221,14,518,531
720201101,640,10,1221,1231
720201102,640,31,1692,1722
720201103,640,12,1427,1439
720201104,640,29,1760,1789
720201201,512,16,1873,1888
720201202,512,21,1762,1783
720201301,5890,2,742,744
720201302,5890,57,1818,1875
720211101,548,13,5226,5239
720211102,548,58,8604,8662
720211201,2605,2,655,658
720211202,2605,31,3522,3553
720211203,2605,20,5236,5256
720211204,2605,34,2013,2047
720211301,10008,26,2039,2065
720211302,10008,27,3153,3179
720221101,822,42,2380,2422
720221102,822,16,1848,1864
720221201,9952,17,1658,1676
720221202,9952,21,2102,2123
720221203,9952,13,2132,2144
720221204,9952,23,2653,2676
720221301,576,15,2555,2570
720221302,576,39,2778,2817
720231101,159,34,2444,2478
720231201,420,6,808,814
720231202,420,28,2523,2551
720231301,1545,26,1315,1340
720232101,341,53,8384,8437
720232201,2113,20,1137,1156
720232202,2113,39,3473,3512
720232301,1227,32,1366,1397
720241101,113,73,2993,3066
720241201,703,44,3717,3761
720241202,703,49,3549,3597
720241301,32,82,5948,6030
720241302,32,40,3296,3336
720242101,1293,61,11739,11800
720242201,5107,36,14691,14726
720242202,5107,70,6870,6940
720251101,63,74,3067,3141
720251102,63,44,5012,5055
720251201,204,54,1711,1764
720251202,204,56,2405,2461
720251203,204,4,1814,1818
720251204,204,23,3114,3137
720251301,3007,42,4073,4114
720251302,3007,72,2474,2546
720261101,137,44,1429,1473
720261201,701,28,1080,1108
720261202,701,41,1217,1257
720261301,376,50,1444,1494
720262101,2155,46,2609,2655
720262201,8311,49,1850,1899
720262202,8311,51,1243,1294
720262301,6772,55,1376,1431
720271101,155,87,4234,4322
720271201,1473,23,705,728
720271202,1473,63,1669,1732
720271301,116,46,2051,2097
720272101,465,64,2177,2241
720272201,4418,52,1529,1581
720272202,4418,12,937,949
720272301,620,25,1619,1643
720281101,287,54,3610,3664
720281201,345,18,898,916
720281202,345,27,1137,1164
720281301,2874,26,1396,1423
720282101,1811,49,5174,5223
720282201,2213,17,1613,1630
720282202,2213,44,3080,3124
720282301,13882,37,1606,1643
720291101,639,69,14632,14701
720291102,639,22,3119,3141
720291201,4789,24,1268,1292
720291202,4789,10,1588,1598
720291203,4789,84,3363,3447
720291204,4789,54,2345,2399
720291301,355,34,3415,3449
720291302,355,40,2351,2391
720401101,138,87,2248,2335
720401201,241,49,1689,1738
720401202,241,56,1632,1687
720401301,4893,39,1221,1259
720402101,413,85,4653,4738
720402201,1171,28,477,505
720402202,1171,41,1406,1447
720402301,8545,40,1876,1916
720411101,127,24,1882,1906
720411201,925,22,3003,3025
720411202,925,50,6511,6561
720411301,200,34,4306,4340
720412101,1233,84,5440,5525
720412201,12026,48,2742,2790
720412202,12026,40,2069,2109
720412301,3392,100,6704,6803
720421101,467,62,2594,2655
720421102,467,68,14301,14369
720421201,1576,60,2041,2101
720421202,1576,65,1905,1970
720421203,1576,48,2005,2054
720421204,1576,40,1160,1199
720421301,4087,34,678,713
720421302,4087,40,1338,1378
720431201,127,81,2705,2785
720431202,127,32,1678,1710
720431203,127,62,3127,3189
720431204,127,66,1274,1339
720431205,127,90,1669,1759
720431301,5865,59,872,931
720431302,5865,60,2085,2145
720431303,5865,15,746,761
720441101,841,58,9683,9741
720441201,4296,54,3653,3707
720441202,4296,56,3541,3597
720441301,747,44,2742,2786
720442101,2522,80,6115,6196
720442201,5464,100,7390,7489
720442202,5464,42,3032,3074
720442301,3362,42,3632,3674
720451101,135,87,6898,6985
720451201,135,70,4144,4214
720451202,135,23,1406,1429
720451301,3099,78,3006,3084
720452101,404,98,5107,5205
720452201,202,73,3655,3728
720452202,202,65,2257,2322
720452301,4715,116,4498,4614
720461101,146,128,4644,4772
720461102,146,116,3882,3998
720461201,3468,35,1851,1886
720461202,3468,40,1239,1279
720461203,3468,62,2320,2382
720461204,3468,74,2711,2784
720461301,97,72,2191,2264
720461302,97,87,2367,2454
720471101,1251,54,2897,2952
720471102,1251,45,3442,3487
720471201,6669,75,2581,2656
720471202,6669,28,1267,1295
720471203,6669,48,2036,2084
720471204,6669,23,1518,1541
720471301,1667,94,4064,4158
720471302,1667,75,2832,2907
720481101,80,58,3637,3695
720481201,741,62,2533,2595
720481202,741,49,2010,2059
720481301,812,26,1807,1834
720482101,430,49,1878,1927
720482201,6379,64,2010,2074
720482202,6379,34,1499,1533
720482301,4300,37,1924,1961
720491101,33,83,16822,16906
720491201,185,69,2992,3061
720491202,185,98,4087,4185
720491301,12,82,7680,7762
720492101,824,23,1581,1604
720492201,4684,53,3320,3372
720492202,4684,45,1597,1642
720492301,206,91,3496,3586
720541101,225,38,4931,4969
720541201,1295,6,1212,1217
720541202,1295,12,2344,2356
720541301,1690,5,962,967
720542101,338,34,3249,3283
720542201,3210,40,2061,2100
720542202,3210,12,1717,1729
720542301,5914,5,896,901
720571101,115,12,1055,1067
720571102,115,55,2518,2573
720571201,3112,11,1179,1191
720571202,3112,20,1048,1068
720571203,3112,26,1735,1760
720571204,3112,32,2675,2707
720571301,115,31,4290,4320
720571302,115,41,2074,2115
720591101,133,16,2326,2342
720591201,830,20,1148,1168
720591202,830,23,899,922
720591301,5578,14,780,794
720592101,398,22,1791,1813
720592201,398,12,989,1001
720592202,398,21,1399,1420
720592301,10757,26,1211,1237
720601101,114,45,5363,5407
720601201,186,18,1531,1548
720601202,186,8,1640,1648
720601301,2459,7,984,991
720602101,429,18,2254,2273
720602201,343,25,1714,1738
720602202,343,8,684,691
720602301,6090,11,1462,1473
720611101,246,47,3430,3477
720611102,246,57,6362,6419
720611201,3695,19,2246,2265
720611202,3695,11,1992,2002
720611203,3695,11,1462,1473
720611204,3695,22,3002,3023
720611301,4433,19,1664,1683
720611302,4433,8,1539,1547
720621101,85,84,3085,3170
720621201,1574,23,1333,1356
720621202,1574,21,975,996
720621301,1021,106,2812,2918
720622101,1701,67,2275,2342
720622201,4891,57,1185,1242
720622202,4891,53,1400,1453
720622301,6167,61,2369,2430
720631101,220,25,4241,4267
720631102,220,24,1965,1988
720631201,318,8,755,763
720631202,318,22,1078,1100
720631203,318,33,3111,3144
720631204,318,26,1765,1790
720631301,1614,34,1383,1417
720631302,1614,36,1496,1532
720641101,136,11,1160,1172
720641201,2662,40,2586,2625
720641202,2662,5,426,431
720641301,2184,11,1429,1440
720642101,273,30,1802,1833
720642201,4368,20,1633,1652
720642202,4368,12,1445,1457
720642301,5323,13,1153,1166
720651101,38,43,3468,3512
720651201,57,44,1639,1684
720651202,57,78,7626,7705
720651301,1470,47,1372,1419
720652101,1319,54,2735,2788
720652201,5539,31,3646,3676
720652202,5539,19,1727,1747
720652301,2110,40,2482,2522
720661101,436,30,4358,4388
720661102,436,45,1653,1698
720661201,2263,51,1689,1741
720661202,2263,3,1591,1594
720661203,2263,54,1386,1440
720661204,2263,42,3668,3710
720661301,3980,24,1294,1318
720661302,3980,30,3390,3421
720671201,1049,6,484,490
720671202,1049,15,2778,2793
720671203,1049,5,2036,2041
720671301,2421,5,1423,1427
720672201,2421,9,1504,1513
720672202,2421,34,2498,2532
720672203,2421,42,2600,2642
720672301,4035,36,1496,1531
720681101,130,24,1875,1899
720681102,130,41,1320,1361
720681201,421,52,1565,1616
720681202,421,36,972,1009
720681203,421,27,1266,1293
720681204,421,24,1468,1492
720681301,5961,20,910,930
720681302,5961,34,1180,1214
720691301,2036,22,1019,1041
720691302,2036,37,2359,2396
720691303,2036,7,752,760
720691304,2036,15,769,784
720691305,2036,12,1389,1401
720691306,2036,19,945,964
720691307,2036,8,1209,1217
720691308,2036,4,1204,1208
720701101,196,92,5609,5701
720701201,1002,65,2058,2123
720701202,1002,27,1041,1068
720701301,1257,41,1646,1687
720702101,943,111,5633,5743
720702201,7072,104,2834,2938
720702202,7072,31,1039,1071
720702301,707,75,3610,3686
720711101,333,58,2299,2357
720711201,1899,54,3034,3087
720711202,1899,66,3210,3276
720711301,300,62,3106,3168
720712101,2332,50,2669,2719
720712201,11309,30,1282,1311
720712202,11309,28,1830,1857
720712301,700,26,1506,1533
720721101,274,27,1385,1412
720721102,274,100,4056,4156
720721103,274,62,3904,3966
720721104,274,66,2543,2610
720721201,7077,65,2264,2329
720721202,7077,71,2165,2236
720721203,7077,63,2013,2076
720721204,7077,44,1581,1625
720731101,515,142,5531,5673
720731201,1073,126,4559,4685
720731202,1073,41,1316,1357
720731301,3604,44,1289,1333
720732101,515,2,487,489
720732201,2746,38,1144,1181
720732202,2746,50,1361,1410
720732301,4634,20,943,963
720741101,224,45,4316,4361
720741201,2403,45,2935,2980
720741202,2403,27,2487,2514
720741301,4472,37,3239,3277
720742101,447,45,5277,5323
720742201,2348,18,2202,2220
720742202,2348,8,2713,2721
720742301,13415,24,1993,2018
720751101,638,70,2409,2479
720751102,638,50,2539,2589
720751201,5821,97,2933,3030
720751202,5821,64,4699,4763
720751203,5821,69,1947,2015
720751204,5821,128,4803,4931
720751301,1754,52,2660,2712
720751302,1754,59,2059,2118
720761101,189,41,3172,3212
720761201,1514,27,1345,1373
720761202,1514,36,1376,1413
720761301,303,50,1745,1795
720762101,606,93,3277,3370
720762201,5072,65,2174,2239
720762202,5072,94,3716,3810
720762301,2271,77,3041,3118
720771101,176,20,4672,4691
720771201,3770,11,1552,1563
720771202,3770,2,537,539
720771203,3770,27,1766,1793
720771204,3770,15,1821,1836
720771205,3770,20,2807,2827
720771301,4052,33,4603,4636
720771302,4052,117,5136,5254
720781101,69,79,3610,3689
720781102,69,52,5710,5761
720781201,2671,58,3016,3074
720781202,2671,55,5493,5548
720781203,2671,47,2540,2587
720781204,2671,83,3321,3404
720781301,207,50,3049,3100
720781302,207,70,4458,4528
720791101,26,38,3128,3165
720791201,563,6,857,863
720791202,563,10,2673,2683
720791301,1493,37,3183,3220
720792101,471,36,4094,4130
720792201,1965,17,2975,2993
720792202,1965,18,3806,3823
720792301,9272,28,1839,1867
720801301,3710,10,780,790
720801302,3710,2,186,188
720801303,3710,29,1493,1522
720801304,3710,12,938,950
720801305,3710,43,1681,1724
720801306,3710,34,892,926
720801307,3710,44,1560,1605
720801308,3710,19,714,733
720811101,428,44,3964,4008
720811102,428,34,780,815
720811201,4705,4,319,324
720811202,4705,23,649,672
720811203,4705,4,325,328
720811204,4705,31,2309,2340
720811301,1711,26,1927,1954
720811302,1711,46,640,686
720821101,181,66,10741,10807
720821102,181,64,1359,1424
720821201,1086,23,1106,1129
720821202,1086,71,1403,1474
720821203,1086,53,1720,1773
720821204,1086,22,718,740
720821301,8384,72,1392,1463
720821302,8384,22,988,1010
720831101,1765,47,1638,1686
720831102,1765,19,949,968
720831201,6353,14,1240,1254
720831202,6353,18,988,1006
720831203,6353,48,1254,1302
720831204,6353,28,1043,1071
720831301,5647,51,1554,1605
720831302,5647,33,1223,1257
720851101,131,62,3031,3093
720851102,131,30,2447,2477
720851201,418,35,2229,2264
720851202,418,56,2622,2678
720851301,5487,35,2128,2164
720852201,2430,21,635,656
720852202,2430,7,626,632
720852301,11288,35,933,968
720861101,136,59,2092,2151
720861201,747,59,2199,2258
720861202,747,41,1392,1433
720861301,4889,20,1210,1230
720862101,543,43,1979,2023
720862201,611,29,1232,1261
720862202,611,67,3243,3310
720862301,7469,67,2386,2453
720881101,841,14,13025,13039
720881102,841,43,2125,2169
720881201,1135,63,1301,1365
720881202,1135,43,2328,2371
720881203,1135,55,2341,2396
720881204,1135,66,1598,1664
720881301,13202,58,1183,1241
720881302,13202,2,145,146
720901101,492,51,11337,11388
720901102,492,70,7853,7923
720901201,2580,11,2126,2137
720901202,2580,29,4029,4058
720901203,2580,52,7940,7992
720901204,2580,45,3441,3486
720901301,2580,53,22339,22392
720901302,2580,47,5681,5728
720911101,63,66,2922,2988
720911201,213,54,4431,4484
720911202,213,25,3274,3298
720911301,1388,28,3487,3514
720912101,350,35,2323,2358
720912201,438,58,4054,4112
720912202,438,39,2851,2891
720912301,7354,44,3894,3938
720921101,340,4,2110,2113
720921102,340,13,5572,5585
720921201,2807,10,1610,1620
720921202,2807,3,2852,2856
720921203,2807,19,4551,4570
720921204,2807,34,3330,3364
720921301,3572,5,1448,1453
720921302,3572,22,3462,3484
720931101,268,47,2408,2455
720931201,951,49,1229,1278
720931202,951,36,1373,1409
720931301,1339,16,724,740
720932101,1607,50,4054,4103
720932201,2893,52,1834,1885
720932202,2893,28,2804,2832
720932301,7715,60,5499,5559
720941101,99,60,2874,2934
720941201,247,49,2077,2126
720941202,247,39,2529,2568
720941301,2969,11,1183,1195
720942101,264,29,3055,3084
720942201,264,3,648,650
720942202,264,2,895,897
720942301,4750,6,878,884
720951101,531,65,2098,2163
720951102,531,3,1569,1572
720951201,4473,9,2442,2451
720951202,4473,13,1762,1774
720951203,4473,32,910,942
720951204,4473,63,1997,2060
720951301,1329,4,1238,1241
720951302,1329,9,1218,1227
720961101,66,45,6204,6249
720961201,1111,52,3907,3958
720961202,1111,38,2094,2132
720961301,2554,5,1400,1406
720962101,133,61,6557,6618
720962201,4113,7,2119,2126
720962202,4113,39,4369,4408
720962301,9023,4,1212,1215
720971101,26,100,5735,5835
720971201,400,11,593,603
720971202,400,34,3055,3088
720971301,1858,29,1652,1681
720972101,129,19,7695,7714
720972201,6001,25,1310,1335
720972202,6001,29,1177,1206
720972301,3226,29,1047,1076
720981101,194,26,2214,2239
720981201,1778,8,1867,1875
720981202,1778,45,4679,4724
720981301,3103,40,3623,3662
720982101,259,44,3766,3810
720982201,3103,14,1802,1816
720982202,3103,36,1571,1606
720982301,6335,52,3258,3310
720991201,1084,65,3767,3832
