GST_ID_NO,Weight,GST_Cereal,GST_Other,GST_Total
769221301,3187,22,2011,2033
769221302,3187,29,2121,2150
769231101,466,43,1469,1512
769231201,1979,16,1286,1302
769231202,1979,2,476,479
769231301,1304,3,400,403
769232101,931,43,1480,1524
769232201,2654,23,1708,1731
769232202,2654,29,1457,1486
769232301,4097,30,1389,1419
769241101,245,60,4370,4429
769241201,736,48,1333,1381
769241202,736,48,1593,1641
769241301,1350,56,2255,2311
769242101,1227,36,3043,3080
769242201,2025,28,2204,2233
769242202,2025,26,2592,2617
769242301,9326,21,2561,2582
769251101,517,21,13413,13434
769251102,517,52,2402,2454
769251201,2198,31,1532,1563
769251202,2198,16,1048,1064
769251203,2198,25,1385,1410
769251204,2198,24,1553,1577
769251301,3880,26,3027,3053
769251302,3880,21,1205,1226
769261101,288,71,5731,5803
769261201,1095,64,2190,2255
769261202,1095,66,5852,5919
769261301,605,120,4856,4976
769262101,1297,33,2451,2484
769262201,6198,40,1896,1936
769262202,6198,21,1574,1595
769262301,3891,52,5300,5352
769271101,402,91,8055,8146
769271201,1065,36,1018,1054
769271202,1065,76,3389,3466
769271301,2853,79,2759,2838
769272101,1205,25,1891,1916
769272201,1688,50,3342,3391
769272202,1688,37,4287,4324
769272301,7594,128,5619,5748
769281101,1315,32,21099,21131
769281102,1315,65,7836,7901
769281201,789,33,3624,3657
769281202,789,11,1999,2010
769281203,789,35,1711,1746
769281204,789,11,834,845
769281301,7890,56,15924,15980
769281302,7890,54,4823,4877
769291101,1176,36,3298,3334
769291102,1176,75,1962,2037
769291201,3006,63,2573,2636
769291202,3006,84,2218,2302
769291203,3006,39,4247,4286
769291204,3006,75,2481,2556
769291301,2745,4,836,840
769291302,2745,93,2390,2483
769301101,91,66,2525,2591
769301201,385,61,1728,1789
769301202,385,54,1927,1981
769301301,5030,42,2018,2059
769302101,2266,52,5811,5864
769302201,3739,7,1186,1193
769302202,3739,39,1726,1766
769302301,19033,27,2040,2067
769311201,2273,50,1740,1790
769311202,2273,84,1546,1631
769311203,2273,60,1394,1454
769311301,4092,46,1588,1635
769312201,3637,46,946,991
769312202,3637,58,1207,1265
769312203,3637,84,2004,2088
769312301,6944,56,1952,2008
769321101,567,58,2373,2431
769321201,815,48,2260,2308
769321202,815,41,1179,1220
769321301,5879,33,1197,1230
769322101,425,70,4039,4109
769322201,1913,62,1704,1767
769322202,1913,35,1063,1098
769322301,20188,7,394,401
769331101,497,112,5788,5899
769331201,532,43,3059,3103
769331202,532,30,3263,3294
769331301,8732,12,746,758
769332101,710,24,1447,1471
769332201,568,58,2179,2237
769332202,568,130,7924,8054
769332301,14766,52,1654,1705
769341101,483,30,1899,1929
769341102,483,34,1779,1813
769341201,5612,16,1124,1140
769341202,5612,30,1110,1140
769341203,5612,30,2039,2069
769341204,5612,18,1341,1359
769341301,2535,22,524,546
769341302,2535,37,1218,1255
769351101,774,48,2012,2061
769351102,774,40,4258,4297
769351201,1084,47,1799,1846
769351202,1084,42,2628,2670
769351203,1084,16,1678,1694
769351204,1084,20,1949,1969
769351301,10528,45,1621,1666
769351302,10528,26,2492,2518
769361101,1708,54,6876,6930
769361301,6346,25,891,916
769361302,6346,38,1618,1656
769361303,6346,21,485,506
769361304,6346,25,1055,1080
769361305,6346,10,676,686
769361306,6346,31,1192,1223
769361307,6346,31,1132,1163
769371201,3375,58,2616,2673
769371202,3375,4,399,403
769371203,3375,62,1334,1395
769371204,3375,39,1224,1263
769371205,3375,34,1171,1205
769371206,3375,15,937,952
769371301,3491,29,1501,1529
769371302,3491,24,1489,1513
769381101,2089,17,876,894
769381102,2089,26,1044,1070
769381201,2089,15,1390,1406
769381202,2089,28,1773,1800
769381203,2089,31,1930,1961
769381204,2089,44,2421,2465
769381301,4387,49,1848,1897
769381302,4387,51,3359,3410
769391101,384,62,2425,2487
769391201,942,53,1276,1329
769391202,942,142,7927,8069
769391301,2921,10,251,262
769392101,923,70,4243,4313
769392201,4767,26,787,813
769392202,4767,46,1498,1543
769392301,8303,66,1591,1657
769401101,172,45,9546,9591
769401201,414,52,2110,2162
769401202,414,57,4645,4702
769401301,966,35,2410,2445
769402101,690,47,3956,4003
769402201,4621,4,965,969
769402202,4621,27,1022,1049
769402301,5932,4,1025,1029
769411101,429,77,2355,2432
769411201,859,34,1748,1782
769411202,859,38,6342,6381
769411301,2705,73,3072,3145
769412101,1288,48,5959,6007
769412201,3928,24,1844,1869
769412202,3928,26,1229,1255
769412301,4121,28,1767,1795
769421101,282,30,2063,2092
769421201,691,21,1647,1668
769421202,691,23,2058,2082
769421301,1213,50,3085,3135
769422101,1128,38,3649,3687
769422201,2934,42,1561,1604
769422202,2934,41,1349,1389
769422301,4513,36,2217,2254
769431101,470,47,6707,6754
769431201,4019,24,904,927
769431202,4019,32,2932,2964
769431301,3243,14,1136,1150
769432101,1410,49,6029,6078
769432301,5922,8,864,872
769441101,60,65,2702,2766
769441201,778,40,2013,2053
769441202,778,43,1726,1769
769441301,3292,46,1808,1854
769442101,1197,52,1927,1979
769442201,1197,54,2797,2851
769442202,1197,33,995,1029
769442301,4070,19,1436,1455
769451101,621,60,3788,3848
769451201,1365,15,3028,3044
769451202,1365,88,3135,3223
769451301,4593,11,1291,1302
769452101,1241,13,740,752
769452201,2545,50,3208,3258
769452202,2545,41,1421,1462
769452301,6579,26,1790,1816
769461101,556,30,3160,3190
769461102,556,56,39191,39246
769461201,389,16,4790,4806
769461202,389,74,8178,8253
769461203,389,28,2538,2566
769461204,389,55,5261,5316
769461301,6724,28,2299,2326
769461302,6724,11,999,1010
769471101,294,62,2585,2648
769471102,294,36,2480,2515
769471103,294,58,4389,4447
769471201,147,57,6714,6772
769471202,147,52,4298,4351
769471203,147,20,1528,1548
769471301,5438,39,1635,1674
769471302,5438,48,2062,2110
769481101,594,68,3991,4059
769481102,594,98,5739,5836
769481201,832,31,1674,1705
769481202,832,7,1238,1245
769481203,832,11,654,665
769481204,832,32,2285,2317
769481301,5884,41,2612,2653
769481302,5884,87,4214,4301
769491101,133,46,1600,1646
769491201,116,63,2701,2764
769491202,116,40,1720,1761
769491301,4159,36,1466,1501
769492101,1165,32,1326,1358
769492201,3028,63,1372,1435
769492202,3028,74,2222,2296
769492301,19099,35,1839,1874
769501101,390,42,5469,5511
769501102,390,64,2580,2644
769501201,1706,15,2259,2274
769501202,1706,49,3639,3688
769501203,1706,81,3717,3798
769501204,1706,31,1606,1637
769501301,6044,35,1084,1119
769501302,6044,40,1684,1725
769511201,779,20,827,846
769511202,779,3,328,331
769511301,2985,44,1081,1125
769511302,2985,24,975,998
769511303,2985,44,1151,1195
769511304,2985,26,1030,1055
769511305,2985,31,1036,1068
769511306,2985,26,919,945
769521201,1149,35,1173,1208
769521202,1149,17,820,837
769521203,1149,2,269,270
769521204,1149,14,729,743
769521205,1149,14,753,766
769521206,1149,36,1047,1083
769521301,15203,0,209,209
769521302,15203,30,1078,1108
769531201,838,31,1127,1158
769531202,838,48,1586,1634
769531203,838,31,1161,1192
769531204,838,14,758,771
769531205,838,10,772,782
769531206,838,32,1193,1225
769531301,7923,38,1672,1710
769531302,7923,31,1067,1098
769541101,176,22,2200,2222
769541102,176,47,2814,2862
769541201,2026,74,2789,2863
769541202,2026,18,3269,3288
769541203,2026,28,624,652
769541204,2026,4,853,857
769541301,1128,20,565,585
769541302,1128,22,494,516
769551101,132,103,4020,4123
769551102,132,36,3456,3492
769551201,2731,53,3057,3110
769551202,2731,9,159,168
769551203,2731,16,912,929
769551204,2731,38,1081,1119
769551301,705,2,144,146
769551302,705,7,767,775
769561301,1447,37,890,927
769561302,1447,19,1020,1039
769561303,1447,31,1562,1593
769561304,1447,36,1448,1484
769561305,1447,47,1030,1077
769561306,1447,73,1248,1321
769561307,1447,41,1114,1155
769561308,1447,12,757,769
769571201,418,66,804,870
769571202,418,19,762,781
769571203,418,26,751,778
769571301,2511,3,211,214
769571302,2511,24,642,666
769571303,2511,19,498,517
769571304,2511,46,783,829
769571305,2511,23,546,569
769581101,369,49,1315,1364
769581201,221,29,1876,1905
769581202,221,40,1856,1897
769581301,5309,44,1545,1590
769582101,442,56,2193,2248
769582201,516,24,1560,1584
769582202,516,40,2701,2740
769582301,11651,21,877,898
769591101,351,68,13229,13297
769591201,2034,64,2045,2109
769591202,2034,73,1330,1403
769591301,351,54,5075,5129
769592101,2104,55,5970,6025
769592201,8205,60,11332,11391
769592202,8205,45,1403,1448
769592301,2314,64,2054,2119
769601101,330,3,685,688
769601201,453,53,11042,11095
769601202,453,5,687,692
769601301,8816,32,1227,1259
769602101,330,46,2562,2609
769602201,2637,44,1323,1368
769602202,2637,4,961,965
769602301,8734,4,761,764
769611101,510,36,3218,3254
769611102,510,30,1865,1895
769611201,842,25,1122,1147
769611202,842,40,1918,1959
769611203,842,6,1109,1114
769611204,842,26,1756,1781
769611301,4798,19,915,933
769611302,4798,12,1148,1160
769621101,440,47,9881,9928
769621201,220,80,6294,6373
769621202,220,38,4132,4169
769621301,6050,11,614,625
769622101,880,44,13128,13173
769622201,935,128,8092,8220
769622202,935,74,3643,3717
769622301,9570,24,2680,2704
769631101,633,59,6385,6444
769631102,633,63,3157,3219
769631201,4180,52,3241,3293
769631202,4180,20,1495,1516
769631203,4180,46,2834,2880
769631204,4180,32,2156,2188
769631301,6460,32,1511,1543
769631302,6460,18,1153,1172
769641101,565,89,4762,4851
769641102,565,68,3141,3209
769641201,807,50,1989,2039
769641202,807,38,1181,1220
769641203,807,34,1509,1542
769641204,807,52,1654,1706
769641301,6218,38,1265,1303
769641302,6218,69,2641,2710
769651101,1129,41,1037,1078
769651102,1129,62,1833,1895
769651201,3499,27,1177,1204
769651202,3499,37,1341,1378
769651203,3499,31,959,990
769651204,3499,29,930,959
769651301,5192,38,1114,1152
769651302,5192,28,1286,1313
769661101,174,47,3212,3259
769661201,165,90,3299,3389
769661202,165,42,5360,5402
769661301,1250,52,2110,2163
769662101,1389,95,17524,17619
769662201,2986,28,1984,2011
769662202,2986,14,1674,1688
769662301,6250,49,3910,3958
769671101,330,47,4525,4571
769671201,577,17,1607,1624
769671202,577,4,390,394
769671301,3752,33,4011,4044
769672101,866,11,2350,2361
769672201,1484,44,5961,6005
769672202,1484,5,1087,1093
769672301,8411,19,7137,7156
769681101,120,44,1992,2036
769681201,987,42,1160,1202
769681202,987,56,5179,5234
769681301,5023,72,2031,2103
769682101,299,116,7183,7299
769682201,4933,14,292,305
769682202,4933,41,1603,1644
769682301,24217,5,469,474
769691101,519,36,2166,2202
769691102,519,50,2888,2938
769691201,674,35,3907,3942
769691202,674,23,3590,3613
769691203,674,26,1823,1849
769691204,674,35,1449,1484
769691301,8612,39,2280,2319
769691302,8612,4,1556,1560
769701101,562,54,4057,4111
769701102,562,61,3148,3209
769701201,1405,14,1530,1544
769701202,1405,26,1019,1045
769701203,1405,4,924,927
769701204,1405,44,3503,3547
769701301,5675,18,1207,1226
769701302,5675,19,3189,3208
769711101,1247,76,8179,8254
769711102,1247,56,11474,11530
769711201,499,55,2695,2750
769711202,499,9,504,513
769711203,499,24,1024,1049
769711204,499,20,1181,1202
769711301,15710,40,1404,1445
769711302,15710,32,612,643
769721101,811,120,2323,2443
769721102,811,48,1669,1717
769721201,2889,17,805,822
769721202,2889,22,405,426
769721203,2889,51,1321,1372
769721204,2889,27,928,955
769721301,11252,15,888,903
769721302,11252,22,357,379
769731101,783,71,2364,2434
769731102,783,47,1468,1515
769731103,783,59,37659,37717
769731201,392,36,1259,1295
769731202,392,65,1812,1876
769731203,392,48,1741,1789
769731301,14291,46,1968,2014
769731302,14291,40,847,887
769741101,586,59,2374,2433
769741201,322,43,1541,1584
769741202,322,53,1393,1446
769741301,8027,55,1918,1973
769742101,117,44,6954,6997
769742201,527,33,1621,1654
769742202,527,59,2832,2891
769742301,15234,11,1801,1812
769751201,1416,30,1552,1582
769751202,1416,9,682,691
769751203,1416,58,1282,1340
769751301,3815,55,2101,2156
769752201,1656,28,1416,1444
769752202,1656,30,1523,1552
769752203,1656,48,2311,2359
769752301,12524,136,3453,3589
769761101,372,65,1975,2040
769761102,372,54,1824,1879
769761201,335,67,2453,2521
769761202,335,37,1857,1894
769761203,335,52,1058,1110
769761204,335,34,1659,1694
769761301,12501,2,336,337
769761302,12501,38,1244,1281
769771201,2258,50,1112,1162
769771202,2258,41,1259,1300
769771301,3838,59,2190,2249
769772101,226,63,3806,3869
769772102,226,50,1932,1982
769772201,5118,43,917,960
769772202,5118,25,1424,1449
769772301,6171,18,1087,1105
769781101,910,19,1378,1396
769781201,410,6,815,821
769781202,410,30,977,1007
769781301,12834,6,598,603
769782101,1820,14,1903,1917
769782201,1365,43,1127,1170
769782202,1365,15,935,950
769782301,15109,30,1047,1077
769791101,662,30,1438,1468
769791102,662,60,6944,7003
769791201,629,57,3561,3619
769791202,629,98,3274,3372
769791203,629,52,3821,3873
769791204,629,39,1149,1188
769791301,8207,74,3186,3260
769791302,8207,29,975,1004
769801101,303,32,1770,1802
769801102,303,42,2432,2474
769801201,2905,100,2011,2111
769801202,2905,40,2770,2810
769801203,2905,25,1481,1506
769801204,2905,25,1264,1289
769801301,4295,70,4414,4484
769801302,4295,55,1572,1627
769811101,413,16,2269,2285
769811201,681,31,1436,1468
769811202,681,74,3727,3802
769811301,3549,66,2514,2580
769812101,1651,16,2045,2061
769812201,1568,57,3743,3799
769812202,1568,53,2359,2413
769812301,11885,13,3299,3312
769821101,425,55,2713,2767
769821102,425,42,3446,3489
769821201,1243,39,2143,2182
769821202,1243,31,1393,1424
769821203,1243,30,2760,2790
769821204,1243,17,2728,2746
769821301,6368,21,1080,1101
769821302,6368,18,2335,2353
769831101,225,41,2164,2205
769831201,1162,27,1150,1177
769831202,1162,35,1471,1507
769831301,650,63,2613,2676
769832101,1349,35,2953,2988
769832201,4873,40,11235,11275
769832202,4873,47,2396,2443
769832301,3599,42,3435,3476
769841101,405,38,3332,3370
769841201,203,48,7430,7478
769841202,203,70,2548,2618
769841301,5925,52,1847,1899
769842101,2025,42,17787,17830
769842201,2734,48,2705,2753
769842202,2734,18,1070,1088
769842301,13368,53,3236,3288
769851101,506,57,7469,7526
769851201,1214,27,1484,1512
769851202,1214,36,5955,5990
769851301,2630,53,3019,3072
769852101,1518,27,1916,1943
769852201,2580,35,4821,4856
769852202,2580,36,9149,9186
769852301,8346,29,2700,2729
769861101,477,37,2445,2482
769861102,477,51,3193,3244
769861201,1359,70,2915,2986
769861202,1359,24,1588,1612
769861203,1359,23,1619,1642
769861204,1359,24,1739,1764
769861301,6390,39,1973,2011
769861302,6390,27,1675,1702
769871101,555,38,8786,8824
769871102,555,63,2293,2356
769871201,4246,8,1446,1454
769871202,4246,31,3670,3700
769871203,4246,3,1110,1113
769871204,4246,26,2650,2676
769871301,2942,43,1605,1648
769871302,2942,13,1099,1112
769881101,527,42,3770,3811
769881201,2082,35,1984,2018
769881202,2082,29,2122,2151
769881301,1265,4,1309,1313
769882101,1054,74,5067,5141
769882201,2530,31,5046,5077
769882202,2530,78,6678,6755
769882301,2003,32,2652,2685
769891101,794,16,2626,2642
769891102,794,27,1382,1408
769891201,2501,55,1838,1893
769891202,2501,34,3645,3679
769891203,2501,13,1025,1038
769891204,2501,35,1273,1308
769891301,6114,44,2365,2409
769891302,6114,27,1606,1633
769901101,143,84,6622,6706
769901102,143,29,737,766
769901201,1842,45,2181,2226
769901202,1842,32,550,582
769901203,1842,25,585,610
769901204,1842,6,5180,5186
769901301,2754,28,586,614
769901302,2754,34,1304,1339
769911101,396,24,718,742
769911102,396,158,6176,6333
769911201,396,60,1183,1243
769911202,396,53,1722,1775
769911203,396,80,1820,1900
769911204,396,77,1715,1792
769911301,5935,16,1145,1161
769911302,5935,18,1129,1147
769921101,328,54,1395,1449
769921201,1147,32,987,1019
769921202,1147,50,1091,1140
769921301,656,3,399,402
769922101,983,28,3352,3379
769922201,1721,44,1406,1450
769922202,1721,23,946,969
769922301,4426,30,1065,1095
769931101,499,87,3002,3089
769931301,1211,28,1278,1306
769931302,1211,61,1762,1823
769931303,1211,19,1207,1227
769931304,1211,48,1531,1578
769931305,1211,44,1293,1337
769931306,1211,23,1295,1318
769931307,1211,20,1020,1040
769941101,183,45,1733,1778
769941201,238,32,825,857
769941202,238,46,2301,2347
769941301,4025,62,3530,3592
769942101,1317,22,501,523
769942201,2525,77,2308,2386
769942202,2525,132,3184,3316
769942301,21516,81,3304,3384
769951101,508,60,2168,2229
769951102,508,33,1540,1573
769951201,5567,46,2111,2156
769951202,5567,48,1874,1922
769951203,5567,2,470,471
769951204,5567,33,2622,2655
769951301,3559,3,562,565
769951302,3559,56,2147,2203
769961201,910,66,959,1026
769961202,910,26,344,370
769961203,910,36,1013,1049
769961204,910,26,457,484
769961301,2957,52,707,758
769961302,2957,55,916,971
769961303,2957,62,1128,1190
769961304,2957,22,483,505
769971201,978,16,2057,2073
769971202,978,28,1426,1454
769971301,5741,2,177,179
769972101,1262,92,6614,6706
769972102,1262,160,6959,7119
769972201,7697,22,2738,2760
769972202,7697,44,2492,2536
769972301,6561,4,497,501
769981201,162,62,1905,1968
769981202,162,73,2006,2079
769981203,162,62,1602,1664
769981204,162,29,1383,1412
769981205,162,60,1889,1948
769981301,5391,60,1500,1560
769981302,5391,24,820,844
769981303,5391,13,822,835
769991101,560,64,4433,4497
769991201,1260,37,3992,4029
769991202,1260,54,3761,3815
769991301,9054,31,1148,1179
769992101,1680,59,46983,47042
769992201,1587,24,3382,3406
769992202,1587,75,2544,2619
769992301,14001,24,1038,1063
770001101,177,54,1614,1668
770001201,1086,29,1596,1624
770001202,1086,46,2953,2999
770001301,1684,46,1790,1836
770002101,620,56,4760,4816
770002201,3412,37,1776,1813
770002202,3412,62,2733,2795
770002301,14888,48,3310,3358
770011101,1105,70,7724,7794
770011201,940,52,7142,7194
770011202,940,60,5974,6034
770011301,5416,60,28290,28350
770012101,3316,59,13951,14010
770012201,995,38,6002,6040
770012202,995,46,6206,6253
770012301,16249,24,3736,3761
770021201,1960,44,2832,2875
770021202,1960,15,1016,1030
770021301,1336,7,687,693
770022101,1603,167,27607,27774
770022102,1603,30,3250,3280
770022201,13228,32,3619,3651
770022202,13228,44,2461,2505
770022301,4810,29,2868,2896
770031201,1363,44,10848,10893
770031202,1363,60,2320,2380
770031203,1363,55,2331,2386
770031301,4723,21,6795,6816
770032201,3088,13,768,781
770032202,3088,34,1893,1928
770032203,3088,48,3518,3566
770032301,11990,24,1883,1907
770041101,1680,52,12799,12851
770041201,1470,33,1688,1721
770041202,1470,19,847,866
770041301,8398,11,2721,2731
770042101,2939,44,5307,5351
770042201,1050,66,5342,5409
770042202,1050,69,11483,11552
770042301,20154,29,2689,2718
770051101,383,39,3543,3582
770051201,767,31,2211,2242
770051202,767,42,4997,5039
770051301,8052,52,3500,3552
770052101,1022,59,6496,6555
770052201,4473,36,2478,2514
770052202,4473,26,2149,2174
770052301,12014,57,3442,3499
770061101,1075,51,5950,6001
770061102,1075,81,6684,6765
770061201,3279,21,1719,1740
