GST_ID_NO,Weight,Weighted GST_Cereal,Weighted Total Consumption,Weighted GST
747041204,3330,4619054,1398398812,133423227
747041301,8498,3816830,1817093089,179851321
747041302,8498,10046185,2752639016,261891650
747051101,321,355176,213661753,16612355
747051201,4817,3388418,935129444,87321275
747051202,4817,7457240,1323939848,112720375
747051301,6102,2887184,948291497,96239442
747052101,321,272165,85197398,7906061
747052201,10598,6197131,2307241952,213753935
747052202,10598,6122286,3372628707,206989209
747052301,6423,2512963,786211038,76051830
747061101,36,40104,12826237,1248951
747061201,986,398177,195098343,20280067
747061202,986,1140233,279457670,24812897
747061301,1470,1349194,358052153,35386815
747062101,287,297285,1216689211,97334461
747062201,4588,784101,453023633,41085169
747062202,4588,1224753,720802381,82565120
747062301,10896,9080348,2251839203,214321790
747071101,182,103016,50622320,4331830
747071201,2023,1146012,288825690,29239231
747071202,2023,2292024,631440891,59876782
747071301,773,1921539,549221828,43441086
747072101,1273,4045998,1059313550,82196307
747072201,13845,488890,514414272,41667169
747072202,13845,4634677,2563029068,252434972
747072301,7320,6793212,2035972935,175021245
747081101,241,306018,114857347,8476681
747081201,671,461275,282312747,34129420
747081202,671,233953,127761145,14844756
747081301,2510,3162884,1270276235,101839557
747082101,3095,5001074,2596230345,318953460
747082201,8047,5683044,3076787365,346268476
747082202,8047,3693979,868821523,89845697
747082301,16404,13322366,5323043903,532324057
747091101,932,1258538,439343985,37337979
747091201,2843,4484986,2089846951,255243529
747091202,2843,650463,158259543,24526008
747091301,3355,3914627,1443559022,145632022
747092101,2796,2097117,1232316091,115052547
747092201,10346,6955643,1378566081,116302967
747092202,10346,20267808,9212684427,878155082
747092301,8388,10663317,2557442154,258371655
747101101,242,519535,157818637,13209438
747101201,726,743414,162911866,13515131
747101202,726,705474,371212319,41280902
747101301,10768,3315769,840162432,69781569
747102101,726,720855,182231045,12694808
747102201,5989,955919,794136082,72400393
747102202,5989,3891351,2302599416,297360590
747102301,23957,14381087,5524279431,482938375
747111101,1019,1079477,223526773,19380545
747111102,1019,2792248,3296429450,359063239
747111201,3680,2858617,800008075,79791562
747111202,3680,1632010,1129786725,116011460
747111203,3680,3539488,1985999093,233563511
747111204,3680,2130969,592136131,58964921
747111301,13587,10362982,2972913141,347861303
747111302,13587,25907455,7891683759,560611838
747121101,344,233924,58688213,5306005
747121201,558,516561,118259266,9559425
747121202,558,701892,139321581,11635689
747121301,5669,2914834,996233180,92683263
747122101,1289,2660780,643487800,60612618
747122201,6228,2762078,785750838,86240147
747122202,6228,4609328,1038735354,83395394
747122301,16751,28982708,6045092735,533005355
747131101,865,409364,178394267,13580345
747131102,865,1124224,1026068785,141129952
747131201,3172,1725029,404886027,27119879
747131202,3172,2536017,406173889,32105866
747131203,3172,2217895,757025723,51239804
747131204,3172,3853312,636474986,41447122
747131301,10862,10816559,2300908735,142207031
747131302,10862,4832930,1428837858,125042400
747141101,440,1357839,413261497,41496142
747141201,1892,2364888,634362954,41390567
747141202,1892,3326877,974304609,76081959
747141301,968,1497050,321932348,22844664
747142101,2376,2953082,1634526084,181128050
747142201,8117,7108652,1583052942,136055099
747142202,8117,6134079,2346360505,190867600
747142301,19007,41611630,7605420562,598195441
747151101,182,412227,142455136,10823879
747151201,431,718462,128586141,11705686
747151202,431,630176,115918630,10488814
747151301,2995,879831,363940879,43017641
747152101,1452,1281809,418251455,35056206
747152201,2178,2584122,488902947,39147157
747152202,2178,2584122,484057405,38877552
747152301,16698,24929556,4391653737,340906707
747161101,518,1133686,285945702,25696073
747161201,1528,1812448,1087971851,135016632
747161202,1528,4078008,1068366605,120881576
747161301,2020,3639795,1103949891,73751243
747162101,4143,3861855,2033573439,189232545
747162201,15121,32676577,4293118284,272358501
747162202,15121,11319337,3165819422,255763697
747162301,6628,3978881,974992072,89719898
747171101,719,1015850,563489784,38426254
747171201,719,543480,120508941,11417876
747171202,719,716174,268216096,16894512
747171301,4171,3682440,1120956973,71572508
747172101,3596,8253734,5165742276,576554717
747172201,8271,3212612,1007534946,96971239
747172202,8271,2803734,1046026483,98298191
747172301,13305,4604317,1167802676,97205690
747181101,285,153049,158521069,19388660
747181201,1397,1381445,254897831,15792187
747181202,1397,1489987,362513645,23359824
747181301,4163,5350964,1183681285,130419680
747182101,1711,2174857,645265183,50317802
747182201,11634,1084530,786798226,55087470
747182202,11634,12817173,2523927582,229556524
747182301,14713,9476581,2331187334,170336040
747191101,1117,962532,799627172,89396238
747191201,5921,4599636,1084513639,87529739
747191202,5921,13297130,1801574924,118926921
747191301,4245,4317192,1852747430,128049220
747192101,3351,1562142,425752016,29950839
747192201,12400,10158652,1977127317,207951539
747192202,12400,11297122,2176639948,212557881
747192301,11730,9029650,2182116090,151834445
747201101,827,776860,188435451,23435951
747201201,3722,1503480,507322623,48110519
747201202,3722,373241,319031087,32707163
747201301,3952,1540471,621338894,89249548
747202101,2941,2807842,814637148,69036779
747202201,10292,19189681,2188143270,153730086
747202202,10292,7937550,2208742623,321436586
747202301,15071,2320312,1277307634,126796100
747211101,123,181533,44265221,4059545
747211201,3124,1363498,419354227,35417269
747211202,3124,4981841,732050662,58953888
747211301,6371,4679092,1466968349,121037388
747212101,490,989114,738325734,72466408
747212201,5391,6631715,1518653721,122540274
747212202,5391,6091127,1563579627,134081316
747212301,9311,12349059,4504118319,437416670
747221101,265,2617442,408544613,33854805
747221201,663,60849,55367778,3749802
747221202,663,1386431,310243140,24999981
747221301,2960,2057261,547558513,39936992
747222101,3093,3071157,1095151233,113821669
747222201,5413,2736954,1015649520,78664310
747222202,5413,6911192,1244698250,120282187
747222301,18558,5216159,2049475835,212872518
747231101,223,369136,136734101,9481153
747231201,1003,616543,155876680,12862503
747231202,1003,347248,97625767,9393241
747231301,2676,1394665,287616955,21573130
747232101,595,553504,292016629,25233532
747232201,297,411551,87168003,6734484
747232202,297,453546,124395726,13229294
747232301,25570,20911113,7791801829,654430601
747241201,3987,698317,547943700,52957435
747241202,3987,2917163,1248109473,142020679
747241203,3987,1644424,1038299297,117585064
747241204,3987,2247004,849180235,83238247
747241205,3987,1830266,835962717,84476519
747241206,3987,382948,222930248,17908081
747241301,8912,1749769,897672799,57752217
747241302,8912,3310715,1527993866,165658378
747251101,753,1004893,381408264,38494105
747251102,753,1418547,323650001,25487189
747251201,452,297961,99321232,13253547
747251202,452,1027233,289741182,24545774
747251203,452,172269,57112921,6324467
747251204,452,222674,67939088,5771466
747251301,17466,27383941,5941733795,515983860
747251302,17466,18823376,4039476837,317147962
747261101,189,144490,48467145,4323267
747261201,834,851224,171581804,17320422
747261202,834,1064324,225997371,21765790
747261301,758,542649,176776467,14744187
747262101,644,298406,221639126,19732816
747262201,6763,7871295,1705614339,164954861
747262202,6763,1929614,950391864,107261669
747262301,19645,8130117,3346571975,372726976
747271101,495,1088056,270345501,27140152
747271201,1982,803273,340380542,31722115
747271202,1982,2093547,705915166,61808680
747271301,248,265897,85027065,6983266
747272101,3567,4146232,2108509435,206679273
747272201,14044,14480950,4500391815,436399427
747272202,14044,13290735,2402245577,213091545
747272301,2229,2563061,895363474,79405973
747281101,93,94931,28914871,2338150
747281201,449,411221,225500276,17023176
747281202,449,196726,35192964,2434653
747281301,2913,4196172,911352709,59764913
747282101,558,346617,203827764,13850067
747282201,2789,905932,357796936,26882664
747282202,2789,3052597,665255161,56193066
747282301,15895,21014480,5729064577,416829398
747291101,1141,1820527,653557879,48460603
747291201,3422,1739962,312846119,30191425
747291202,3422,1619131,462003655,41750834
747291301,10592,10546792,3680035026,222517445
747292101,3259,6085276,1314997238,124682605
747292201,1792,2308905,1121318225,104435874
747292202,1792,1336734,620282598,52978950
747292301,15317,14148929,4474841905,402866268
747301101,696,570547,211463634,17793445
747301201,1288,1783435,684897932,43195027
747301202,1288,1173792,238559354,19262617
747301301,6756,4198408,1745539103,104808737
747302101,2786,3305216,1095490062,83123924
747302201,5572,6964563,1166465538,94686992
747302202,5572,4170868,3314154555,278692374
747302301,24724,32476679,6422589774,529106884
747311101,1219,1498317,1227471826,160383381
747311102,1219,654437,354769706,26729895
747311201,305,118403,49702993,3936446
747311202,305,374585,54926805,3945712
747311203,305,0,15494081,1278254
747311204,305,430558,78981341,6289021
747311301,15973,11280430,2392058528,197160513
747311302,15973,7219476,2552527463,194167035
747321101,619,1065880,455674008,41032955
747321201,3031,3981332,1157094799,107002589
747321202,3031,1588252,448724297,37649944
747321301,5072,5523542,1017216607,85445664
747322101,742,1324138,294005940,26986857
747322201,5567,2005085,684592492,71925124
747322202,5567,3184547,650997243,73263695
747322301,11629,10035726,2513278538,244006052
747331101,874,1443866,329307577,26787919
747331102,874,950237,329536537,25578143
747331201,6054,6481134,1349752801,94310674
747331202,6054,1692961,1371887846,137936873
747331203,6054,5882612,1655356976,123646312
747331204,6054,812279,582884041,39025674
747331301,7239,5521559,1606765035,104297067
747331302,7239,5623810,1011290624,80875247
747341101,102,165126,31073053,2270403
747341201,1676,1976470,608235122,53641807
747341202,1676,1301866,243064001,23536948
747341301,2336,362944,276142063,22072682
747342101,406,797614,347074172,30426537
747342201,15032,33290997,4529601662,365365343
747342202,15032,12420429,3744326885,325977387
747342301,9750,1363407,1784335676,128058372
747351101,40,35344,13417630,990057
747351201,430,288802,70633989,4752993
747351202,430,516804,176292295,14633900
747351301,323,57001,44558370,3285300
747352101,969,1026002,530721173,53426965
747352201,2098,1511642,358216250,31364839
747352202,2098,2282282,483247169,38737419
747352301,16788,19443836,4203023864,359643943
747361101,52,89606,24421504,1619744
747361201,2288,4201217,986115073,69476053
747361202,2288,4524387,1153902777,77290707
747361301,312,180681,57927483,3937753
747362101,1872,4283482,1501193170,131415762
747362201,7332,10873920,2336947736,194830708
747362202,7332,2899712,1256283068,113640217
747362301,1872,1057650,422943059,44307349
747371101,494,358251,109607052,9563745
747371102,494,505602,129749119,10920507
747371201,2967,2266827,609218379,44315691
747371202,2967,2706784,804491060,70326712
747371203,2967,1902291,742368090,52211074
747371204,2967,3435856,815759232,69697153
747371301,15080,8562387,2219833778,175984175
747371302,15080,27263322,4369099304,341505218
747381101,288,241954,84600538,8469018
747381201,936,186344,85295073,7870593
747381202,936,118943,85110857,8157091
747381301,2562,2153364,765775469,64483056
747382101,3743,2405280,843289509,76962402
747382201,6737,1237001,800253617,58782626
747382202,6737,3140080,497645312,43664420
747382301,27321,8914334,3988116607,292973613
747391101,428,892098,187997575,16908830
747391201,856,1179384,232449010,20013791
747391202,856,1207205,184200674,14094534
747391301,4098,1476168,292608325,24319229
747392101,489,915856,224395822,20365436
747392201,4160,2320741,720660276,64660970
747392202,4160,2732011,527223200,51922160
747392301,13702,17418525,3862355152,352960501
747401101,122,318059,48466369,4236738
747401201,43,54755,8659371,746138
747401202,43,91459,29988378,2723829
747401301,1497,845873,168350177,13948475
747402101,3773,12524741,2539869684,252607371
747402201,755,271814,110702041,12231813
747402202,755,1082990,884362106,75201077
747402301,42262,19101567,3416166738,244261742
747411101,756,587554,433875238,28978424
747411201,189,207789,67698934,5573626
747411202,189,191230,37456884,3069910
747411301,10305,8398420,2454046059,213401074
747412101,1985,2103180,573788983,43191573
747412201,1134,841274,264986230,23992979
747412202,1134,841274,208776890,14192268
747412301,22123,13061331,4017079105,342920901
747421101,548,503327,185023384,17399972
747421201,548,634966,191347697,18239193
747421202,548,422020,92709699,8516856
747421301,6762,8690808,2010896023,164059688
747422101,1919,2927046,849006660,50162007
747422201,2741,534303,238210343,25056890
747422202,2741,3484582,617192255,43840445
747422301,16447,20442894,4567348289,343301869
747431101,239,556884,145843412,12834167
747431201,215,271854,48932096,3850216
747431202,215,144280,43509456,4008144
747431301,5066,6146063,1653933275,153798927
747432101,2007,3940596,1368739223,124241190
747432201,2007,1077285,259843521,21403595
747432202,2007,623691,193143919,24643586
747432301,35459,63857540,10533504490,876036164
747441101,861,751319,227806770,18269376
747441102,861,1757940,432416286,36236876
747441201,622,258143,141450663,14106819
747441202,622,964084,171735233,13729541
747441203,622,138730,44201064,3208340
747441204,622,924573,184175038,14957789
747441301,17501,12607110,3912326306,309204917
747441302,17501,20616332,4958555223,448929191
747451101,1170,884336,226019586,19542499
747451201,293,165296,66688049,5457942
747451202,293,115708,57163937,4958734
747451301,14394,22364482,3598321110,279797633
747452101,2341,4347279,948591918,85849262
747452201,702,1834796,301110249,21669393
747452202,702,694247,171293396,15093694
747452301,23874,7081259,1953215391,212333996
747461101,1282,2400455,713684558,74542792
747461102,1282,1716162,495966774,35587486
747461201,1730,1246387,528708426,39369774
747461202,1730,2150628,336133443,31568092
747461203,1730,2126189,584502781,58751662
747461204,1730,923793,332919553,21244825
747461301,15893,14366462,5099321383,492329975
747461302,15893,8530087,2295427231,202406482
747471101,265,896213,154504666,11040999
747471201,132,106603,23039539,1916297
747471202,132,83786,21248416,1624159
747471301,2825,3941933,941928985,85725899
747472101,2119,2767938,1429546472,129747502
747472201,353,299732,85385993,8687641
747472202,353,236395,57877733,4795381
747472301,28600,9897220,3764291889,334356774
747481101,1010,1736745,412248235,35797699
747481102,1010,1768115,251322131,19451046
747481201,505,803494,142671789,13877999
747481202,505,769985,109981318,9930684
747481203,505,584619,155556281,14129026
747481204,505,442029,107655194,14357883
747481301,23421,27060192,5600589246,546727597
747481302,23421,19120771,6396153149,473459858
747491101,479,412412,83797749,6372452
747491201,3889,3449736,708757522,53694449
747491202,3889,3251981,784490165,73126402
747491301,5385,6579165,1267131748,85311017
747492101,2393,3360154,1188184768,104685245
747492201,3710,4637113,973451378,71636550
747492202,3710,4244137,855589529,59660326
747492301,15317,14387114,3608787925,275418864
747501101,30,35214,13925099,1269393
747501201,1291,765741,246745860,22070513
747501202,1291,583422,221831950,23868898
747501301,623,422475,150140026,13559752
747502101,386,648392,127276936,9724713
747502201,10801,7628041,1904549973,142901212
747502202,10801,9077368,2013590073,146461994
747502301,18902,13883036,3128296359,211107805
747511101,1388,2352953,1044546985,108870294
747511102,1388,3235311,1258328728,98069091
747511201,4928,2575493,534369945,43499473
747511202,4928,3041866,774021233,75278122
747511203,4928,7225301,3333568187,254932081
747511204,4928,3682258,1751961359,155065030
747511301,14715,14133338,3542645277,356760135
747511302,14715,8396866,2676636904,219845185
747521101,1281,864728,421613683,40638270
747521201,1601,1232421,379611900,32364719
747521202,1601,1250511,418371211,37535143
747521301,8325,4362538,917050048,88219406
747522101,768,2637623,998889876,87289021
747522201,1153,1709555,330883796,28558547
747522202,1153,1563022,372548106,32347713
747522301,38039,44057729,7684619793,715721030
747531101,116,346302,74901110,5319445
747531201,1908,3854034,558572354,37316047
747531202,1908,2236957,423297757,25413023
747531301,867,1482325,262022598,19092261
747532101,463,506363,246744496,22198613
747532201,17809,7169034,2647588712,180901610
747532202,17809,51566735,6949571254,456390351
747532301,9251,4821824,647422057,46417366
747541101,146,231264,54189408,4341842
747541102,146,137525,86443921,6785918
747541201,275,101730,39727310,3349599
747541202,275,86587,34062165,3842517
747541301,2199,1475476,274056049,23552023
747542201,3913,3084245,734348692,59560166
747542202,3913,574841,435307450,47828481
747542301,18143,13069582,3912246134,284267793
747551101,721,1424958,380768181,34878510
747551201,540,839711,205989894,16873028
747551202,540,280922,65108958,5633428
747551301,17835,10328415,2921640923,248754252
747552101,1081,1911488,567734499,48044663
747552201,721,315526,93123980,7183447
747552202,721,386774,166639924,18092394
747552301,23060,13451623,4927877463,301615389
747561101,133,259514,102569055,9168215
747561201,1220,1499705,329276718,26626899
747561202,1220,879138,299056998,28485829
747561301,1997,5472286,962311738,79199460
747562101,3107,5067971,1276820110,93266226
747562201,6213,9214478,1332083201,107471110
747562202,6213,6125434,1185872260,99535070
747562301,32841,43834564,5398921552,398449816
747571101,69,52405,27206572,3494600
747571201,2710,2525967,639583175,78471753
747571202,2710,1109895,218632771,15691203
747571301,2362,5034856,847495281,75001891
747572101,347,98134,36666781,3362688
747572201,15459,18777919,2687426568,226190616
747572202,15459,18887093,4719777954,414279261
747572301,10769,19652296,3332614058,263181803
747581101,274,595977,98749454,8723092
747581201,68,12771,3780598,334585
747581202,68,36186,9436543,809192
747581301,6370,1583573,711887490,60266185
747582101,1370,1633107,462944376,35510383
747582201,2055,740124,202934219,17321273
747582202,2055,1129052,425792862,28076483
747582301,17535,13820269,3538771404,245156231
747591101,212,499314,82337156,6902090
747591102,212,149854,63215466,7900133
747591201,2228,1211530,459192266,41044756
747591202,2228,2045440,528731101,40630827
747591203,2228,1982503,299466970,23077488
747591204,2228,1368871,386366691,32235831
747591301,15595,8634893,2371102583,255497949
747591302,15595,14318062,4963785332,489070477
747601101,102,44806,19742380,1922520
747601201,426,361336,141057525,12613421
747601202,426,262571,44162756,3755680
747601301,3172,1653324,294949821,30568939
747602101,3070,3321389,1567581051,111983072
747602201,853,1206864,341127248,28222922
747602202,853,651610,210916471,21250080
747602301,23535,36367562,7373865288,604601132
747611101,502,998046,421344857,40882508
747611201,477,458586,128426477,10784020
747611202,477,700337,167720327,14686598
747611301,4216,2977118,739063539,69016178
747612101,2509,3048009,1074669055,107332144
747612201,3764,5475776,996428816,97576314
747612202,3764,4758077,985241744,74278547
747612301,14052,5656521,1267441091,162091169
747621101,339,585055,201901419,22113080
747621201,7124,5735436,1589890440,146381640
747621202,7124,5735436,1059257922,95018532
747621301,2148,1896641,423556718,37805714
747622101,3053,3449887,1030967636,80975614
747622201,10177,7905990,1466989439,136828208
747622202,10177,7905990,1685802841,150568879
747622301,6445,3914667,791278075,72505669
747631101,56,140803,38661587,3755022
747631201,2533,2775933,479321749,42072494
747631202,2533,2543413,411743763,33393474
747631301,1893,1972744,531104841,50165462
747632101,334,105668,25749180,2268501
747632201,13192,11738808,2045799986,200633349
747632202,13192,6558826,1447510044,141752980
747632301,10687,2324648,1311653674,138841978
747641101,1986,2244432,866966457,78755534
747641102,1986,2637208,865964526,78508459
747641201,3973,4791862,1050228021,91918128
747641202,3973,4298087,1246458043,123496826
747641203,3973,1784323,594955166,58766517
747641204,3973,2053655,672622976,69676276
747641301,7349,6601994,1655854621,119024441
747641302,7349,5937642,2389683917,229262544
747651101,1197,3585194,464736604,59004043
747651201,778,1198173,320230759,40540391
747651202,778,246230,148028483,15133512
747651301,7902,16407335,3615033814,466525696
747652101,2395,2722718,1099340449,98753566
747652201,958,1183790,488256671,40361349
747652202,958,714333,351047367,36058981
747652301,11494,12257294,3779058595,270143031
747661101,973,1547114,402342019,34038453
747661201,1070,1813674,383485238,31010144
747661202,1070,1707876,357528915,25791535
747661301,7393,4907882,1135734028,87812385
747662101,3891,8353845,1987965086,188789624
747662201,1751,1335515,342154152,28178181
747662202,1751,405601,222351639,25832251
747662301,28794,15251260,4357625591,401394472
747671101,587,381442,277661801,27539833
747671201,1497,1289852,364579230,32424076
747671202,1497,1118577,418991446,33855320
747671301,4110,1909690,750813990,78469988
747672101,2348,2315179,562450010,47696941
747672201,6458,3511736,642127525,50369032
747672202,6458,3520857,934069037,65188770
747672301,8219,6489456,1452617626,118510766
747681101,770,1416778,265633226,22269973
747681102,770,1128638,234464956,18365537
747681201,2694,829627,147798436,11470522
747681202,2694,5423018,547999287,41452652
747681203,2694,3839877,659276144,56173318
747681204,2694,528982,110499452,11127995
747681301,13472,4947308,1525559294,130557490
747681302,13472,14727754,2605556352,220247750
747691101,1113,959137,251300362,21568148
747691102,1113,1850663,626610909,53135838
747691201,2115,2079285,1469590723,170388098
747691202,2115,1762612,460370277,35617227
747691203,2115,2288408,618302390,46580813
747691204,2115,2270483,738108798,74543132
747691301,5789,6508283,1716820623,149305077
747691302,5789,9983182,2113044762,138413832
747701101,1032,662024,342931464,36764067
747701201,1106,835860,272565584,20623869
747701202,1106,817112,330191397,32500085
747701301,11356,4860182,2109057484,153706273
747702101,2950,9478325,2249754063,216689392
747702201,3097,2077937,442315564,35954221
747702202,3097,1894204,638765922,62583728
747702301,16223,20279405,5422588936,470117877
747711101,587,1086078,289342242,25483256
747711201,998,921749,258011578,25917715
747711202,998,845641,113990464,8821824
747711301,1820,2839943,545474263,41953970
747712101,1409,2674224,875415337,81886721
747712201,4696,6499831,1830586980,143902019
747712202,4696,6599318,1225320917,110710391
747712301,5870,3001198,1124050859,108607877
747721101,1562,1826740,665163545,67144907
747721201,1406,893519,227526252,21785418
747721202,1406,1215186,263935072,25464448
747721301,11715,8902061,1965937598,179713489
747722101,937,1655994,470241618,40165036
747722201,312,778365,180890700,16945848
747722202,312,547150,127736657,11443118
747722301,21555,10229762,3535815721,351427453
747731101,2367,2701880,911441772,91631925
747731102,2367,3437540,1395857925,151533659
747731201,1381,1856981,380602091,32464703
747731202,1381,2291968,418416095,37304814
747731203,1381,1455156,418567981,34962350
747731204,1381,2409004,458170865,40747500
747731301,19729,19366804,5240196464,450722754
747731302,19729,30095177,5043199719,397085019
747741101,1080,1438018,507964453,46784278
747741102,1080,4018217,1003595985,75507397
747741201,720,971895,347614009,25304714
747741202,720,919031,304311722,26241123
747741203,720,607943,253127097,20024255
747741204,720,772636,422217452,26710573
747741301,8877,12011797,4764535527,380803366
747741302,8877,13541483,3708615184,249976989
747751101,305,367030,122472508,11320615
747751201,891,372347,90819466,9012008
747751202,891,850361,168797222,13589104
747751301,2799,2996740,567418302,45056753
747752101,3664,4626866,1580771982,135117068
747752201,2646,4747043,1145522003,100683995
747752202,2646,2874391,804230628,69228496
747752301,27685,38712426,9255237425,856534324
747761101,731,1592511,417896478,40437846
747761201,313,79229,17141666,2067106
747761202,313,828585,181639369,15426935
747761301,8565,17542152,2964940393,228498115
747762101,2507,4596076,1053723513,117760946
747762201,8983,14591398,2800387268,227171456
747762202,8983,11990323,2750714034,257435234
747762301,16295,23936400,5666857479,451962191
747771101,621,337609,127802490,9197924
747771201,1276,333468,313937270,24087064
747771202,1276,1625881,455138430,36104646
747771301,1932,1336794,552515952,40562678
747772101,345,867161,252385354,20312839
747772201,4139,9558254,3140798842,186412499
747772202,4139,5349115,1552123737,123841451
747772301,11727,15321437,6263512694,417092219
747781101,296,411284,140992726,12856420
747781201,148,113595,44287902,5403853
747781202,148,155644,42861874,4174971
747781301,6665,8801979,1790845653,153710259
747782101,1777,4508617,1281919037,147752281
747782201,2814,1907882,413250220,38070894
747782202,2814,1669397,428566539,40265390
747782301,15996,16222003,4658632728,437658402
747791101,898,2750649,425641804,35239985
747791201,2631,3436927,902760618,77390148
747791202,2631,2489450,471490610,33076321
747791301,5774,4567467,867904278,57245856
747792101,1027,1652995,356217955,26028057
747792201,2053,318997,372337190,28243341
747792202,2053,1423888,423778494,33695822
747792301,13345,11969666,2652934387,212335394
747801101,160,74708,34245557,4068749
747801201,381,148929,37036473,3604647
747801202,381,158069,38309725,3673041
747801301,3045,3329151,937986104,75915110
747802101,2564,2720181,1397953481,106436725
747802201,3686,1728637,496290520,54787800
747802202,3686,2608575,837374974,77308182
747802301,19233,20319866,5320787897,471302544
747811101,518,717446,225594350,22424837
747811201,363,230603,72775303,5762732
747811202,363,333094,95114557,8226544
747811301,4302,3524221,913051497,76252593
747812101,2592,3477379,1032848153,99754048
747812201,3758,2563557,501182263,40399946
747812202,3758,4155829,646194675,47757458
747812301,12958,17386852,3633058028,305045354
747821101,868,858374,274075582,22157099
747821201,2518,1084616,402276241,35496288
747821202,2518,1440227,446911878,36606573
747821301,6945,10398559,1975341052,155995517
747822101,3473,3614971,1032075868,92866156
747822201,2952,1029801,478697449,46964920
747822202,2952,3377080,922427836,83179104
747822301,36116,51623902,10891826277,846367462
747831101,87,160819,39261072,3306331
747831201,1170,1586087,273473071,23505702
747831202,1170,1313478,207594976,16991186
747831301,6932,5942910,1619304940,146464036
747832101,260,395424,86992374,7631334
747832201,3899,1993614,642914266,56713340
747832202,3899,1486950,360279013,33117886
747832301,17156,21081659,3061417011,242438791
747841101,847,2309904,693356935,64198938
747841201,2584,1204613,530725134,51057089
747841202,2584,1350626,1084582259,120143524
747841301,3305,3435388,852289139,75581158
747842101,763,926349,321328863,32746986
747842201,9024,4779850,1667950515,202884508
747842202,9024,2995373,1084262796,104624917
747842301,3305,3220676,1110430966,113417698
747851101,300,328866,86792789,7760218
747851201,225,264151,75237453,5887556
747851202,225,203682,55742976,4355787
747851301,2133,1641993,268665497,22713521
747852101,2704,1909544,808862722,78513881
747852201,1758,1861799,447551322,37768028
747852202,1758,2321043,529835007,53095767
747852301,18657,13966371,3225995868,286508844
747861101,496,402677,158700798,14817949
747861201,868,845624,239971887,22890341
747861202,868,678951,168866269,12591824
747861301,2777,3274621,577603297,48901186
747862101,3966,3193388,1561998383,171797993
747862201,4561,3891453,1055117674,78439820
747862202,4561,3569313,1386390132,98876066
747862301,24989,7588500,2656507180,208032818
747871101,280,272671,98046174,7918847
747871201,909,313366,95175469,9454891
747871202,909,697368,181319882,15677249
747871301,588,464721,149370473,11657313
747872101,2798,2691081,1155662617,108858283
747872201,11051,16046121,3080894507,245330435
747872202,11051,7960624,2588876901,197125253
747872301,1399,1064976,387502463,32686897
747881101,206,402444,96113990,8409917
747881201,618,206896,50654256,4520031
747881202,618,518550,99449680,8640082
747881301,7211,7027443,1451440826,131666257
747882101,309,449148,115860912,10787128
747882201,1854,240941,173447093,18934777
747882202,1854,801392,207233200,15371599
747882301,17615,16072331,3812159365,315199574
747891101,1127,1831356,467875558,43236715
747891201,2944,2665381,932207486,79352148
747891202,2944,3276631,917485538,85779878
747891301,2004,2791456,703893234,46184008
747892101,1503,978847,405815265,42881039
747892201,4635,5106571,1788428016,163676105
747892202,4635,3181787,1699075058,179323384
747892301,6013,11380968,2955968643,243672705
747901101,128,378451,132894746,11963713
747901201,1978,1326848,440268096,38160068
747901202,1978,3128568,841661365,65139273
747901301,2105,1932827,726905455,73505437
747902101,1148,1738727,489539623,42618760
747902201,13588,13588701,3253155612,253051637
747902202,13588,21246740,4591680384,401464051
747902301,3062,830438,296019795,25833117
747911101,1749,4274807,1065082470,86762017
747911201,1837,4190172,701364623,48484517
747911202,1837,2106761,511198585,43698737
747911301,4024,7473482,1585605261,137907338
747912101,700,1258223,293872793,23782608
747912201,4199,3012625,841065677,74463212
747912202,4199,4785804,1056274780,96589594
747912301,12596,12133507,2926859100,279630516
747921101,838,763581,387329904,39306110
747921201,1173,1392192,341996890,27645805
747921202,1173,1557929,524122946,49902933
747921301,2095,1660333,576080655,50928936
747922101,1257,2660093,560625679,42157751
747922201,3772,5252680,796620870,68798481
747922202,3772,3707774,1147503184,130832612
747922301,23468,31821521,7295968789,583227425
747931101,776,1687589,244202315,19049980
747931201,1397,619366,186600472,13789820
747931202,1397,1301853,358316860,23738017
747931301,3259,7216727,1307212948,87619383
747932101,931,3434799,1137389303,91013719
747932201,3491,4586065,1049566303,95299558
747932202,3491,1484307,637829833,69204777
747932301,9310,15253986,3041328907,255461625
747941101,96,267811,79046968,6641871
747941201,401,424975,100406476,7965235
747941202,401,148458,49140102,4586587
747941301,1108,879528,235546933,19499133
747942101,5540,11698354,4038486331,357950459
747942201,13019,18407092,5411944164,522247156
747942202,13019,2905415,1435414804,152641588
747942301,20498,28083861,8515786798,813061193
747951101,1893,4374869,898603812,77683865
747951102,1893,2379972,546984281,41955197
747951201,2461,1129816,509728521,52503675
747951202,2461,1679080,389497235,34489128
747951203,2461,1126339,509264004,35918400
747951204,2461,3771846,856530323,75661913
747951301,12495,22802729,4573794755,368304651
747951302,12495,8030373,2508990202,246372576
747961101,414,2084243,1523442842,143318768
747961201,477,193234,67227485,5436773
747961202,477,205353,80212991,7164036
747961301,1699,2052335,613668523,47231002
747962101,373,653375,149559621,11561405
747962201,13803,7213450,1910889360,141807080
747962202,13803,8188241,4760557550,385045262
747962301,2611,3356438,755564836,70113233
747971101,282,271302,282757393,20050732
747971201,394,729560,535164660,48043111
747971202,394,132546,35619592,2907006
747971301,2253,2354952,1939691981,247458356
747972101,2478,2205383,1015697844,97172383
