FILING_SEQ_NO,AGE,AGEGRP,FORM_ID,ASSESSMENT_YEAR,SALARIES,INCOME_HP,PRFT_GAIN_BP_OTHR_SPECLTV_BUS,PRFT_GAIN_BP_SPECLTV_BUS,PRFT_GAIN_BP_SPCFD_BUS,PRFT_GAIN_BP_INC_115BBF,TOTAL_PROFTS_GAINS_BP,ST_CG_AMT_1,ST_CG_AMT_2,ST_CG_AMT_APPRATE,TOTAL_SCTG,LT_CG_AMT_1,LT_CG_AMT_2,TOTAL_LTCG,TOTAL_CAP_GAIN,INCOME_OS_NOT_RACEHORSE,INC_CHARBLE_SPL_RATE,INCOME_OS_RACEHORSE,TOTAL_INCOME_OS,GTI_BEFORE_LOSSES,CYL_SET_OFF,BAL_AFTR_CYL_SET_OFF,BFL_SET_OFF_BALANCE,GROSS_TOTAL_INCOME,INC_CHG_TAX_SPL_RATES,DEDUCT_SEC_10A_OR_10AA,PARTB_CHAPTER_VIA,PARTC_CHAPTER_VIA,TOTAL_DEDUC_VIA,TOTAL_INCOME,INC_SPL_111A_112,NET_AGRC_INCOME,AGGREGATE_INCOME,CY_LOSS_CARRYFWD,TAX_PAYBLE_TI_SEC115JC,SURCHARGE_ON_DEEMED_TI,EDUCATION_CESS_SEC115JC,TOTAL_TAX_PAYBL_SEC115JC,TAX_NORMAL_RATE,TAX_SI_RATE,REBATE_AGRC_INCOME,TAX_PAYABL_TOT_INCOM,REBATE_87A,TAX_PAYABLE_ON_REBATE,SURCHARGE_25OFSI,SURCHARGE_ON_ABOVE_CRORE,TOTAL_SURCHARGE,EDUCATION_CESS,GROSS_TAX_LIABILITY,GROSS_TAX_PAYABLE,CRDEDIT_US115JD_EY,TAX_PAYBLE_AFTR_CRDT_SEC115JD,RELIEF_89,RELIEF_90,RELIEF_91,TOTAL_RELIEF,NET_TAX_LIABILTY,INT_PAYABLE_234A,INT_PAYABLE_234B,INT_PAYABLE_234C,TOTAL_INT_PAYABLE,AGGREGATE_LIABILTY,ADVANCE_TAX,TOTAL_TDS,TOTAL_TCS,SELF_ASSESMNT_TAX,TOTAL_TAX_PAID,TAX_PAYBL,REFUND_AMOUNT,position,decile_group
287593743,51,0,ITR-1,2017,730813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730813,0,0,0,730813,0,0,0,0,99248,631570,0,0,0,0,0,0,0,0,51314,0,0,51314,0,51314,0,0,0,1539,52853,52853,0,0,0,0,0,0,52853,0,0,0,0,52853,0,52853,0,0,52853,0,0,134574,9
321496963,38,0,ITR-3,2017,0,0,274878,0,0,0,274878,0,0,0,0,0,0,0,0,210441,0,0,210441,485319,0,485319,0,485319,0,0,160000,0,160000,325320,0,0,325320,0,0,0,0,0,7532,0,0,7532,5000,2532,0,0,0,76,2608,2608,0,2608,0,0,0,0,2608,0,0,0,0,2608,0,7369,0,0,7369,0,4761,87222,7
274976098,75,1,ITR-2,2017,250216,82135,0,0,0,0,0,0,0,0,0,0,0,0,0,234931,0,0,234931,567282,0,567282,0,567282,0,0,0,0,155958,411320,0,0,411320,0,0,0,0,0,11132,0,0,11132,5000,6132,0,0,0,184,6316,0,0,0,0,0,0,0,6316,0,0,0,0,6316,0,11989,0,0,11989,0,5670,105691,8
304751973,32,0,ITR-3,2017,0,0,393391,0,0,0,393391,0,0,0,0,0,0,0,0,0,0,0,0,393391,0,393391,0,393391,0,0,0,0,0,393390,0,139922,533312,0,0,0,0,0,31662,0,13992,17670,5000,12670,0,0,0,380,13050,13050,0,13050,0,0,0,0,13050,390,910,652,1952,15002,0,0,0,15000,15000,0,0,61331,6
323366422,32,0,ITR-4,2017,0,0,0,0,0,0,353660,0,0,0,0,0,0,0,0,0,0,0,0,353660,0,0,0,353660,0,0,0,0,41312,312350,0,0,0,0,0,0,0,0,6235,0,0,6235,5000,1235,0,0,0,37,1272,1272,0,0,0,0,0,0,1272,96,0,0,96,1368,0,0,0,1370,1370,0,0,49615,5
267199519,56,0,ITR-1,2017,464266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464266,0,0,0,464266,0,0,0,0,154850,309420,0,0,0,0,0,0,0,0,5942,0,0,5942,5000,942,0,0,0,28,970,970,0,0,0,0,0,0,970,0,0,0,0,970,0,5850,0,0,5850,0,4880,81500,7
277365675,35,0,ITR-1,2017,526000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526000,0,0,0,526000,0,0,0,0,42236,483760,0,0,0,0,0,0,0,0,23376,0,0,23376,5000,18376,0,0,0,551,18927,18927,0,0,0,0,0,0,18927,0,0,762,762,19689,18927,0,0,760,19687,0,0,96938,7
339489443,45,0,ITR-3,2017,180924154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180924154,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253070,11
308225694,52,0,ITR-3,2017,0,0,417499,0,0,0,417499,0,0,0,0,0,0,0,0,1368,0,0,1368,418867,23847,395020,0,395020,0,0,88433,0,88433,306590,0,0,306590,0,0,0,0,0,5659,0,0,5659,5000,659,0,0,0,20,679,679,0,679,0,0,0,0,679,0,0,0,0,679,0,0,0,679,679,0,0,61784,6
322315633,62,1,ITR-1,2017,306846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140220,447066,0,0,0,447066,0,0,0,0,0,447070,0,0,0,0,0,0,0,0,14707,0,0,14707,5000,9707,0,0,0,291,9998,9998,0,0,0,0,0,0,9998,154,0,0,154,10152,0,7706,0,2450,10156,0,0,76181,6
315793663,23,0,ITR-4,2017,0,0,0,0,0,0,277822,0,0,0,0,0,0,0,0,0,0,0,31267,309089,0,0,0,309089,0,0,0,0,35634,273460,0,0,0,0,0,0,0,0,2346,0,0,2346,2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188,0,0,2188,0,2190,31423,4
280423643,32,0,ITR-1,2017,779954,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440559,1020513,0,0,0,1020513,0,0,0,0,151828,868690,0,0,0,0,0,0,0,0,98738,0,0,98738,0,98738,0,0,0,2962,101700,101700,0,0,0,0,0,0,101700,0,0,0,0,101700,0,124027,0,0,124027,0,22330,167801,10
300586762,30,0,ITR-1,2017,123088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181876,304964,0,0,0,304964,0,0,0,0,10826,294140,0,0,0,0,0,0,0,0,4414,0,0,4414,4414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29152,3
295480055,57,0,ITR-4,2017,0,0,0,0,0,0,320068,0,0,0,0,0,0,0,0,0,0,0,0,320068,0,0,0,320068,0,0,0,0,0,320070,0,0,0,0,0,0,0,0,7007,0,0,7007,5000,2007,0,0,0,60,2067,2067,0,0,0,0,0,0,2067,0,0,0,0,2067,0,0,0,2070,2070,0,0,36881,4
292546083,29,0,ITR-1,2017,784599,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17603,602202,0,0,0,602202,0,0,0,0,156584,445620,0,0,0,0,0,0,0,0,19562,0,0,19562,5000,14562,0,0,0,437,14999,14999,0,0,0,0,0,0,14999,0,0,0,0,14999,0,62829,0,0,62829,0,47830,112377,8
286657559,75,1,ITR-1,2017,0,529202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647576,1176778,0,0,0,1176778,0,0,0,0,160000,1016780,0,0,0,0,0,0,0,0,125034,0,0,125034,0,125034,0,0,0,3751,128785,128785,0,0,0,0,0,0,128785,0,0,0,0,128785,0,58665,0,70120,128785,0,0,187154,10
299657496,45,0,ITR-3,2017,57837848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57837848,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248803,11
293760555,36,0,ITR-1,2017,1226954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226954,0,0,0,1226954,0,0,0,0,148389,1078570,0,0,0,0,0,0,0,0,148571,0,0,148571,0,148571,0,0,0,4457,153028,153028,0,0,0,0,0,0,153028,0,0,0,0,153028,0,153028,0,0,153028,0,0,192060,10
287114015,60,1,ITR-1,2017,1385839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22613,1408452,0,0,0,1408452,0,0,0,0,62937,1345520,0,0,0,0,0,0,0,0,223656,0,0,223656,0,223656,0,0,0,6710,230366,230366,0,0,0,0,0,0,230366,0,0,0,0,230366,0,236278,0,0,236278,0,5910,204552,10
292595822,40,0,ITR-1,2017,605082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605082,0,0,0,605082,0,0,0,0,150000,455080,0,0,0,0,0,0,0,0,20508,0,0,20508,5000,15508,0,0,0,465,15973,15973,0,0,0,0,0,0,15973,0,0,0,0,15973,0,16500,0,0,16500,0,530,112955,8
291518228,39,0,ITR-1,2017,317087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317087,0,0,0,317087,0,0,0,0,78431,238660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2771,0,0,2771,0,2770,35527,4
292003716,60,1,ITR-1,2017,382546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239056,621602,0,0,0,621602,0,0,0,0,185000,436600,0,0,0,0,0,0,0,0,13660,0,0,13660,5000,8660,0,0,0,260,8920,8920,0,0,0,0,0,0,8920,0,0,0,0,8920,0,0,0,9009,9009,0,90,115876,8
304933597,41,0,ITR-1,2017,582108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582108,0,0,0,582108,0,0,0,0,42904,539200,0,0,0,0,0,0,0,0,32840,0,0,32840,0,32840,0,0,0,985,33825,33825,0,0,0,0,0,0,33825,0,0,0,0,33825,0,79129,0,0,79129,0,45300,108633,8
330044653,30,0,ITR-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272633,272633,0,0,0,272633,0,0,0,0,2133,270500,0,0,0,0,0,0,0,0,2050,0,0,2050,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13155,2
302275382,64,1,ITR-4,2017,1219204,0,0,0,0,0,29849,0,0,0,0,0,0,0,0,0,0,0,0,1249053,0,0,0,1249053,0,0,0,0,230000,1019050,0,0,0,0,0,0,0,0,125715,0,0,125715,0,125715,0,0,0,3771,129486,129486,0,0,0,0,0,0,129486,0,0,0,0,129486,0,163308,0,0,163308,0,33820,193994,10
341184021,36,0,ITR-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300960,300960,0,0,0,300960,0,0,0,0,0,300960,0,0,0,0,0,0,0,0,5096,0,0,5096,5000,96,0,0,0,3,99,99,0,0,0,0,0,0,99,0,0,0,0,99,0,0,0,100,100,0,0,26929,3
275392413,57,0,ITR-1,2017,768819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768819,0,0,0,768819,0,0,0,0,176360,592460,0,0,0,0,0,0,0,0,43492,0,0,43492,0,43492,0,0,0,1305,44797,44797,0,0,0,0,0,0,44797,0,0,0,0,44797,0,56333,0,0,56333,0,11540,139819,9
290618039,37,0,ITR-1,2017,1759380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759380,0,0,0,1759380,0,0,0,0,150000,1609380,0,0,0,0,0,0,0,0,307814,0,0,307814,0,307814,0,0,0,9234,317048,317048,0,0,0,0,0,0,317048,0,0,0,0,317048,0,317052,0,0,317052,0,0,218595,10
295196478,41,0,ITR-3,2017,0,0,529755,0,0,0,529755,0,0,82075,82075,0,0,0,82075,562,0,0,562,612392,0,612392,0,612392,0,0,101870,0,101870,510520,0,0,510520,0,0,0,0,0,27104,0,0,27104,0,27104,0,0,0,813,27917,27917,0,27917,0,0,0,0,27917,0,0,0,0,27917,0,21751,0,6170,27921,0,0,114268,8
290718993,44,0,ITR-1,2017,707360,-68967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638393,0,0,0,638393,0,0,0,0,98298,540100,0,0,0,0,0,0,0,0,33020,0,0,33020,0,33020,0,0,0,991,34011,34011,0,0,0,0,0,0,34011,0,0,0,0,34011,0,31942,0,2670,34612,0,600,118833,8
329511421,30,0,ITR-1,2017,299468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13893,313361,0,0,0,313361,0,0,0,0,0,313360,0,0,0,0,0,0,0,0,6336,0,0,6336,5000,1336,0,0,0,40,1376,1376,0,0,0,0,0,0,1376,104,0,0,104,1480,0,0,0,1480,1480,0,0,33743,4
282653707,28,0,ITR-1,2017,828813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828813,0,0,0,828813,0,0,0,0,162500,666310,0,0,0,0,0,0,0,0,58262,0,0,58262,0,58262,0,0,0,1748,60010,60010,0,0,0,0,0,0,60010,0,0,0,0,60010,0,74490,0,0,74490,0,14480,146842,9
289577525,37,0,ITR-1,2017,970415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970415,0,0,0,970415,0,0,0,0,218567,751850,0,0,0,0,0,0,0,0,75370,0,0,75370,0,75370,0,0,0,2261,77631,77631,0,0,0,0,0,0,77631,0,0,0,0,77631,0,77631,0,0,77631,0,0,159502,10
318529905,49,0,ITR-1,2017,645028,-136315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2626,511339,0,0,0,511339,0,0,0,0,152626,358710,0,0,0,0,0,0,0,0,10871,0,0,10871,5000,5871,0,0,0,176,6047,6047,0,0,0,0,0,0,6047,0,0,0,0,6047,0,6047,0,0,6047,0,0,93828,7
283948448,64,1,ITR-3,2017,329575,352800,580811,0,0,0,580811,0,0,0,0,0,0,0,0,1251175,0,0,1251175,2514361,0,2514361,0,2514361,0,0,184863,0,184863,2329500,0,147590,2477090,0,0,0,0,0,563127,0,14759,548368,0,548368,0,0,0,16451,564819,564819,0,564819,0,0,0,0,564819,0,0,3611,3611,568430,290000,242772,0,36000,568772,0,340,232548,10
279049864,53,0,ITR-1,2017,449954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18600,468554,0,0,0,468554,0,0,0,0,150000,318550,0,0,0,0,0,0,0,0,6855,0,0,6855,5000,1855,0,0,0,56,1911,1911,0,0,0,0,0,0,1911,0,0,0,0,1911,0,0,0,0,0,1910,0,82696,7
278381239,48,0,ITR-1,2017,1313214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313214,0,0,0,1313214,0,0,0,0,150000,1163210,0,0,0,0,0,0,0,0,173963,0,0,173963,0,173963,0,0,0,5219,179182,179182,0,0,0,0,0,0,179182,0,0,0,0,179182,0,179180,0,0,179180,0,0,198778,10
339563405,19,0,ITR-4,2017,0,0,0,0,0,0,275210,0,0,0,0,0,0,0,0,0,0,0,4950,280160,0,0,0,280160,0,0,0,0,0,280160,0,0,0,0,0,0,0,0,3016,0,0,3016,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15341,2
327263888,38,0,ITR-4,2017,0,0,0,0,0,0,282886,0,0,0,0,0,0,0,0,0,0,0,30093,312979,0,0,0,312979,0,0,0,0,51133,261850,0,0,0,0,0,0,0,0,1185,0,0,1185,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,1003,0,1000,33583,4
276141108,71,1,ITR-1,2017,269822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47486,317308,0,0,0,317308,0,0,0,0,43712,273600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35603,4
275569977,50,0,ITR-1,2017,1910477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910477,0,0,0,1910477,0,0,0,0,459440,1451040,0,0,0,0,0,0,0,0,260312,0,0,260312,0,260312,0,0,0,7809,268121,268121,0,0,0,0,0,0,268121,0,0,0,0,268121,0,299021,0,0,299021,0,30900,222560,10
283164024,53,0,ITR-1,2017,592439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592439,0,0,0,592439,0,0,0,0,129733,462710,0,0,0,0,0,0,0,0,21271,0,0,21271,5000,16271,0,0,0,488,16759,16759,0,0,0,0,0,0,16759,0,0,0,0,16759,0,16759,0,0,16759,0,0,110582,8
269984281,24,0,ITR-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316302,316302,0,0,0,316302,0,0,0,0,8852,307450,0,0,0,0,0,0,0,0,5745,0,0,5745,5000,745,0,0,0,22,767,767,0,0,0,0,0,0,767,0,0,0,0,767,0,0,0,770,770,0,0,35166,4
281809930,50,0,ITR-1,2017,1033254,21601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43400,1098255,0,0,0,1098255,0,0,0,0,210000,888260,0,0,0,0,0,0,0,0,102652,0,0,102652,0,102652,0,0,0,3080,105732,105732,0,0,0,0,0,0,105732,0,348,1167,1515,107247,18000,79009,0,10240,107249,0,0,178441,10
337035033,36,0,ITR-4,2017,0,0,0,0,0,0,348510,0,0,0,0,0,0,0,0,0,0,0,0,348510,0,0,0,348510,0,0,0,0,60145,288370,0,0,0,0,0,0,0,0,3837,0,0,3837,3837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47627,5
332259280,30,0,ITR-2,2017,466887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10501,0,0,10501,477388,0,477388,0,477388,0,0,0,0,1176,476210,0,0,476210,0,0,0,0,0,22621,0,0,22621,5000,17621,0,0,0,529,18150,0,0,0,0,0,0,0,18150,1448,2172,913,4533,22683,0,0,0,22680,22680,0,0,85140,7
297167788,58,0,ITR-4,2017,0,0,0,0,0,0,246440,0,0,0,0,0,0,0,0,0,0,0,176000,422440,0,0,0,422440,0,0,0,0,106904,315540,0,0,0,0,0,0,0,0,6554,0,0,6554,5000,1554,0,0,0,47,1601,1601,0,0,0,0,0,0,1601,16,0,0,16,1617,0,0,0,1620,1620,0,0,69872,6
325176905,44,0,ITR-1,2017,606571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606571,0,0,0,606571,0,0,0,0,150000,456570,0,0,0,0,0,0,0,0,20657,0,0,20657,5000,15657,0,0,0,470,16127,16127,0,0,0,0,0,0,16127,0,0,0,0,16127,0,16130,0,0,16130,0,0,113208,8
294950409,25,0,ITR-1,2017,355853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355853,0,0,0,355853,0,0,0,0,33846,322010,0,0,0,0,0,0,0,0,7201,0,0,7201,5000,2201,0,0,0,66,2267,2267,0,0,0,0,0,0,2267,0,0,0,0,2267,0,4695,0,0,4695,0,2430,50423,5
293786856,59,0,ITR-1,2017,1032800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195649,1228449,0,0,0,1228449,0,0,0,0,62462,1165990,0,0,0,0,0,0,0,0,174797,0,0,174797,0,174797,0,0,0,5244,180041,180041,0,0,0,0,0,0,180041,0,2780,2806,5586,185627,0,124394,0,61230,185624,0,0,192184,10
289654456,32,0,ITR-1,2017,859936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859936,0,0,0,859936,0,0,0,0,222441,637500,0,0,0,0,0,0,0,0,52500,0,0,52500,0,52500,0,0,0,1575,54075,54075,0,0,0,0,0,0,54075,0,0,0,0,54075,0,52085,0,2000,54085,0,10,149980,9
274830491,34,0,ITR-1,2017,977858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977858,0,0,0,977858,0,0,0,0,156613,821250,0,0,0,0,0,0,0,0,89250,0,0,89250,0,89250,0,0,0,2678,91928,91928,0,0,0,0,0,0,91928,0,0,0,0,91928,0,91930,0,0,91930,0,0,160843,10
319951593,41,0,ITR-1,2017,1853946,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9250,1663196,0,0,0,1663196,0,0,0,0,161818,1501380,0,0,0,0,0,0,0,0,275414,0,0,275414,0,275414,0,0,0,8262,283676,283676,0,0,0,0,0,0,283676,0,0,0,0,283676,0,326953,13067,0,340020,0,56340,215582,10
270925994,30,0,ITR-3,2017,0,0,239630,0,0,0,239630,0,0,0,0,0,0,0,0,30475,0,0,30475,270105,0,270105,0,270105,0,0,1295,0,1295,268810,0,0,268810,0,0,0,0,0,1881,0,0,1881,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12537,2
282783753,31,0,ITR-1,2017,695133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695133,0,0,0,695133,0,0,0,0,94408,600730,0,0,0,0,0,0,0,0,45146,0,0,45146,0,45146,0,0,0,1354,46500,46500,0,0,0,0,0,0,46500,0,0,0,0,46500,0,46500,0,0,46500,0,0,128520,9
290570879,50,0,ITR-4,2017,0,-200000,0,0,0,0,1078706,0,0,0,0,0,0,0,0,0,0,0,108354,987060,0,0,0,987060,0,0,0,0,160000,827060,0,0,0,0,0,0,0,0,90412,0,0,90412,0,90412,0,0,0,2712,93124,93124,0,0,0,0,0,0,93124,0,3724,931,4655,97779,0,0,0,97779,97779,0,0,162425,10
316854400,48,0,ITR-3,2017,0,0,483013,0,0,0,483013,0,0,0,0,0,0,0,0,6649,0,0,6649,489662,0,489662,0,489662,0,0,160937,0,160937,328730,0,0,328730,0,0,0,0,0,7873,0,0,7873,5000,2873,0,0,0,86,2959,2959,0,2959,0,0,0,0,2959,174,0,0,174,3133,0,0,0,3130,3130,0,0,88353,7
294107909,74,1,ITR-4,2017,0,0,0,0,0,0,436192,0,0,0,0,0,0,0,0,0,0,0,17769,453961,0,0,0,453961,0,0,0,0,0,453960,0,0,0,0,0,0,0,0,15396,0,0,15396,5000,10396,0,0,0,312,10708,10708,0,0,0,0,0,0,10708,0,535,107,642,11350,0,0,0,11350,11350,0,0,78428,7
282712302,49,0,ITR-2,2017,1178909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,6000,1184909,112949,1071960,0,1071960,0,0,0,0,168746,903210,0,0,903210,0,0,0,0,0,105642,0,0,105642,0,105642,0,0,0,3169,108811,0,0,0,0,0,0,0,108811,0,0,0,0,108811,0,111146,0,0,111146,0,2340,175080,10
326597823,54,0,ITR-1,2017,972506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972506,0,0,0,972506,0,0,0,0,215236,757270,0,0,0,0,0,0,0,0,76454,0,0,76454,0,76454,0,0,0,2294,78748,78748,0,0,0,0,0,0,78748,0,0,0,0,78748,0,78748,0,0,78748,0,0,159869,10
293038435,30,0,ITR-1,2017,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,480687,0,0,0,480687,0,0,0,0,181590,299100,0,0,0,0,0,0,0,0,4910,0,0,4910,4910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86024,7
296708903,27,0,ITR-1,2017,453989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,455088,0,0,0,455088,0,0,0,0,152673,302420,0,0,0,0,0,0,0,0,5242,0,0,5242,5000,242,0,0,0,7,249,249,0,0,0,0,0,0,249,0,0,0,0,249,0,16680,0,0,16680,0,16430,78816,7
294179309,34,0,ITR-1,2017,1740723,-138003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602720,0,0,0,1602720,0,0,0,0,171714,1431010,0,0,0,0,0,0,0,0,254303,0,0,254303,0,254303,0,0,0,7629,261932,261932,0,0,0,0,0,0,261932,0,0,0,0,261932,0,280789,0,0,280789,0,18860,213441,10
293057128,46,0,ITR-4,2017,0,0,0,0,0,0,488586,0,0,0,0,0,0,0,0,0,0,0,287271,775857,0,0,0,775857,0,0,0,0,172608,603250,0,0,0,0,0,0,0,0,45650,0,0,45650,0,45650,0,0,0,1370,47020,47020,0,0,0,0,0,0,47020,0,0,0,0,47020,0,43967,0,3050,47017,0,0,140692,9
280236136,35,0,ITR-1,2017,1178437,-58560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,1120960,0,0,0,1120960,0,0,0,0,151083,969880,0,0,0,0,0,0,0,0,118976,0,0,118976,0,118976,0,0,0,3570,122546,122546,0,0,0,0,0,0,122546,0,0,0,0,122546,0,126712,0,0,126712,0,4170,181114,10
330525704,25,0,ITR-4,2017,0,0,0,0,0,0,298630,0,0,0,0,0,0,0,0,0,0,0,1650,300280,0,0,0,300280,0,0,0,0,1650,298630,0,0,0,0,0,0,0,0,4863,0,0,4863,4863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26586,3
297367232,45,0,ITR-4,2017,0,0,0,0,0,0,383232,0,0,0,0,0,0,0,0,0,0,0,3338,386570,0,0,0,386570,0,0,0,0,72233,314340,0,0,0,0,0,0,0,0,6434,0,0,6434,5000,1434,0,0,0,43,1477,1477,0,0,0,0,0,0,1477,14,0,0,14,1491,0,0,0,1490,1490,0,0,59367,5
325062524,36,0,ITR-1,2017,1696071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488,1698559,0,0,0,1698559,0,0,0,0,152488,1546070,0,0,0,0,0,0,0,0,288821,0,0,288821,0,288821,0,0,0,8665,297486,297486,0,0,0,0,0,0,297486,0,0,0,0,297486,0,297490,0,0,297490,0,0,216752,10
326288874,50,0,ITR-3,2017,0,0,765494,0,0,0,765494,0,0,0,0,0,0,0,0,5188,0,0,5188,770682,0,770682,0,770682,0,0,155188,0,155188,615490,0,0,615490,0,0,0,0,0,48098,0,0,48098,0,48098,0,0,0,1443,49541,49541,0,49541,0,0,0,0,49541,385,0,0,385,49926,0,41746,0,8180,49926,0,0,140062,9
283458822,58,0,ITR-1,2017,538004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538004,0,0,0,538004,0,0,0,0,150000,388000,0,0,0,0,0,0,0,0,13800,0,0,13800,5000,8800,0,0,0,264,9064,9064,0,0,0,0,0,0,9064,0,0,0,0,9064,0,12807,0,0,12807,0,3740,99289,8
320986076,33,0,ITR-1,2017,891450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891450,0,0,0,891450,0,0,0,0,167894,723560,0,0,0,0,0,0,0,0,69712,0,0,69712,0,69712,0,0,0,2091,71803,71803,0,0,0,0,0,0,71803,0,0,0,0,71803,0,72399,0,0,72399,0,600,152761,9
310163383,27,0,ITR-1,2017,400789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400789,0,0,0,400789,0,0,0,0,106771,294020,0,0,0,0,0,0,0,0,4402,0,0,4402,4402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3719,0,0,3719,0,3720,63527,6
332789643,36,0,ITR-4,2017,0,1571780,0,0,0,0,332000,0,0,0,0,0,0,0,0,0,0,0,187000,2090780,0,0,0,2090780,0,0,0,0,172810,1917970,0,0,0,0,0,0,0,0,400391,0,0,400391,0,400391,0,0,0,12012,412403,412403,0,0,0,0,0,0,412403,31704,47556,15855,95115,507518,0,16050,0,491470,507520,0,0,226407,10
